Case_ID,Activity,Timestamp,CO2_Impact,Activity_Cost
EMP0237,Introduction Session,2023-02-19 19:30:46,1.67,183.53
EMP0237,Complete Documentation,2023-02-22 19:30:46,0.35,287.35
EMP0237,IT Setup,2023-03-01 05:30:46,1.82,149.86
EMP0237,Training Module 1,2023-03-04 17:30:46,1.47,464.74
EMP0237,Training Module 2,2023-03-14 03:30:46,1.39,123.1
EMP0238,First Week Check-in,2022-01-04 18:57:36,1.83,457.24
EMP0238,Introduction Session,2022-01-05 20:57:36,0.57,102.14
EMP0238,Complete Documentation,2022-01-07 23:57:36,1.22,69.65
EMP0238,IT Setup,2022-01-11 01:57:36,0.81,257.79
EMP0238,Training Module 1,2022-01-26 03:57:36,0.37,58.82
EMP0238,Training Module 2,2022-01-27 14:57:36,1.57,178.68
EMP0239,First Week Check-in,2021-10-25 13:33:00,0.89,74.46
EMP0239,Introduction Session,2021-11-08 20:33:00,1.64,480.58
EMP0239,Complete Documentation,2021-11-15 08:33:00,1.04,161.43
EMP0239,IT Setup,2021-11-21 14:33:00,1.63,181.75
EMP0239,Training Module 1,2021-11-23 18:33:00,0.98,90.59
EMP0239,Training Module 2,2021-12-08 01:33:00,1.01,371.75
EMP0240,First Week Check-in,2021-07-03 23:46:06,1.09,132.02
EMP0240,Introduction Session,2021-07-09 09:46:06,0.57,161.18
EMP0240,Complete Documentation,2021-07-11 12:46:06,0.67,328.31
EMP0240,IT Setup,2021-07-13 22:46:06,1.94,120.87
EMP0240,Training Module 1,2021-07-21 00:46:06,1.56,284.06
EMP0240,Training Module 2,2021-07-22 00:46:06,1.51,187.81
EMP0241,First Week Check-in,2020-03-04 23:02:41,1.44,356.48
EMP0241,Introduction Session,2020-03-15 00:02:41,1.28,238.66
EMP0241,Complete Documentation,2020-03-29 09:02:41,1.0,155.73
EMP0241,IT Setup,2020-04-01 13:02:41,0.37,247.07
EMP0241,Training Module 1,2020-04-15 21:02:41,1.79,206.61
EMP0241,Training Module 2,2020-04-22 04:02:41,0.84,484.55
EMP0242,First Week Check-in,2021-05-28 20:33:12,1.82,220.75
EMP0242,Introduction Session,2021-06-09 02:33:12,0.29,432.15
EMP0242,Complete Documentation,2021-06-16 03:33:12,1.25,460.93
EMP0242,IT Setup,2021-06-29 15:33:12,1.2,100.66
EMP0242,Training Module 1,2021-07-13 19:33:12,1.59,283.71
EMP0242,Training Module 2,2021-07-23 05:33:12,1.03,396.2
EMP0243,First Week Check-in,2021-02-23 00:38:51,1.59,373.17
EMP0243,Introduction Session,2021-03-09 00:38:51,0.97,80.53
EMP0243,Complete Documentation,2021-03-21 09:38:51,1.59,376.98
EMP0243,IT Setup,2021-03-23 17:38:51,0.78,384.62
EMP0243,Training Module 1,2021-04-01 18:38:51,0.45,479.83
EMP0243,Training Module 2,2021-04-07 06:38:51,1.41,358.67
EMP0244,First Week Check-in,2021-10-12 21:01:16,0.15,82.32
EMP0244,Introduction Session,2021-10-18 22:01:16,1.06,81.0
EMP0244,Complete Documentation,2021-10-27 06:01:16,0.42,314.27
EMP0244,IT Setup,2021-11-05 18:01:16,0.41,103.61
EMP0244,Training Module 1,2021-11-16 01:01:16,0.31,289.69
EMP0244,Training Module 2,2021-11-28 03:01:16,1.15,125.34
EMP0245,First Week Check-in,2020-05-04 04:11:27,1.47,436.29
EMP0245,Introduction Session,2020-05-19 07:11:27,1.49,191.54
EMP0245,Complete Documentation,2020-05-29 11:11:27,0.84,95.48
EMP0245,IT Setup,2020-06-02 20:11:27,0.61,445.66
EMP0245,Training Module 1,2020-06-15 22:11:27,1.07,290.32
EMP0245,Training Module 2,2020-06-24 01:11:27,0.28,476.05
EMP0246,First Week Check-in,2022-08-26 04:17:40,0.71,195.79
EMP0246,Introduction Session,2022-09-07 15:17:40,0.41,467.77
EMP0246,Complete Documentation,2022-09-18 01:17:40,1.95,415.32
EMP0246,IT Setup,2022-10-01 12:17:40,1.38,112.47
EMP0246,Training Module 1,2022-10-08 19:17:40,0.62,400.57
EMP0246,Training Module 2,2022-10-10 05:17:40,1.92,246.46
EMP0247,First Week Check-in,2020-04-03 19:25:27,1.42,361.67
EMP0247,Introduction Session,2020-04-15 03:25:27,1.71,298.15
EMP0247,Complete Documentation,2020-04-21 09:25:27,1.32,196.19
EMP0247,IT Setup,2020-04-30 20:25:27,0.19,178.05
EMP0247,Training Module 1,2020-05-04 23:25:27,1.59,347.3
EMP0247,Training Module 2,2020-05-08 07:25:27,0.48,255.94
EMP0248,First Week Check-in,2022-11-24 08:18:26,0.84,167.95
EMP0248,Introduction Session,2022-12-05 12:18:26,1.72,388.26
EMP0248,Complete Documentation,2022-12-13 22:18:26,1.0,308.33
EMP0248,IT Setup,2022-12-16 03:18:26,1.88,482.82
EMP0248,Training Module 1,2022-12-31 15:18:26,1.11,498.14
EMP0248,Training Module 2,2023-01-10 16:18:26,0.48,307.79
EMP0249,First Week Check-in,2024-02-13 22:08:36,0.55,317.84
EMP0249,Introduction Session,2024-02-15 01:08:36,0.48,269.09
EMP0249,Complete Documentation,2024-02-26 05:08:36,0.37,112.38
EMP0249,IT Setup,2024-03-02 06:08:36,0.42,372.43
EMP0249,Training Module 1,2024-03-03 12:08:36,1.59,277.13
EMP0249,Training Module 2,2024-03-11 21:08:36,1.41,276.49
EMP0250,First Week Check-in,2022-11-18 22:43:11,0.26,294.3
EMP0250,Introduction Session,2022-11-23 06:43:11,1.86,476.55
EMP0250,Complete Documentation,2022-11-25 09:43:11,1.9,457.04
EMP0250,IT Setup,2022-12-09 11:43:11,0.11,129.01
EMP0250,Training Module 1,2022-12-17 14:43:11,0.55,484.22
EMP0250,Training Module 2,2022-12-26 16:43:11,0.59,444.79
EMP0251,First Week Check-in,2020-08-22 01:16:10,1.28,459.94
EMP0251,Introduction Session,2020-08-31 02:16:10,1.56,206.4
EMP0251,Complete Documentation,2020-09-02 09:16:10,0.2,250.85
EMP0251,IT Setup,2020-09-17 10:16:10,0.48,64.1
EMP0251,Training Module 1,2020-09-22 21:16:10,0.68,444.18
EMP0251,Training Module 2,2020-10-07 04:16:10,1.2,209.76
EMP0252,First Week Check-in,2024-02-07 21:18:42,1.87,389.51
EMP0252,Introduction Session,2024-02-09 22:18:42,1.85,220.89
EMP0252,Complete Documentation,2024-02-21 04:18:42,0.91,479.55
EMP0252,IT Setup,2024-03-04 16:18:42,0.61,82.54
EMP0252,Training Module 1,2024-03-09 19:18:42,0.73,248.37
EMP0252,Training Module 2,2024-03-12 04:18:42,1.6,414.84
EMP0253,First Week Check-in,2020-03-10 14:26:23,1.41,284.44
EMP0253,Introduction Session,2020-03-20 18:26:23,0.55,380.87
EMP0253,Complete Documentation,2020-04-02 01:26:23,1.47,362.05
EMP0253,IT Setup,2020-04-16 12:26:23,1.61,335.52
EMP0253,Training Module 1,2020-04-21 23:26:23,0.32,224.11
EMP0253,Training Module 2,2020-04-24 23:26:23,0.55,105.0
EMP0254,First Week Check-in,2022-05-28 20:04:48,1.37,129.53
EMP0254,Introduction Session,2022-06-01 23:04:48,1.87,165.76
EMP0254,Complete Documentation,2022-06-08 09:04:48,1.42,222.87
EMP0254,IT Setup,2022-06-10 17:04:48,0.74,490.77
EMP0254,Training Module 1,2022-06-19 21:04:48,0.58,138.68
EMP0254,Training Module 2,2022-06-21 07:04:48,1.25,478.27
EMP0255,First Week Check-in,2023-08-26 17:43:50,0.85,465.37
EMP0255,Introduction Session,2023-09-08 21:43:50,0.24,332.28
EMP0255,Complete Documentation,2023-09-15 07:43:50,1.58,449.61
EMP0255,IT Setup,2023-09-16 17:43:50,0.6,240.72
EMP0255,Training Module 1,2023-09-21 18:43:50,0.61,479.09
EMP0255,Training Module 2,2023-10-04 19:43:50,0.47,86.83
EMP0256,First Week Check-in,2022-12-09 18:39:30,1.77,419.63
EMP0256,Introduction Session,2022-12-17 03:39:30,0.55,225.76
EMP0256,Complete Documentation,2022-12-18 08:39:30,1.77,213.93
EMP0256,IT Setup,2022-12-23 15:39:30,0.5,444.7
EMP0256,Training Module 1,2022-12-29 16:39:30,0.14,219.1
EMP0256,Training Module 2,2023-01-12 16:39:30,1.62,304.75
EMP0257,First Week Check-in,2020-08-31 01:52:51,1.06,230.25
EMP0257,Introduction Session,2020-09-05 03:52:51,0.76,431.08
EMP0257,Complete Documentation,2020-09-13 11:52:51,1.43,90.47
EMP0257,IT Setup,2020-09-24 20:52:51,0.44,313.2
EMP0257,Training Module 1,2020-10-06 04:52:51,0.77,414.86
EMP0257,Training Module 2,2020-10-10 06:52:51,1.62,163.0
EMP0258,First Week Check-in,2024-04-20 01:09:47,1.55,439.12
EMP0258,Introduction Session,2024-04-24 11:09:47,0.48,159.17
EMP0258,Complete Documentation,2024-05-05 19:09:47,0.57,183.81
EMP0258,IT Setup,2024-05-08 05:09:47,0.3,164.55
EMP0258,Training Module 1,2024-05-10 16:09:47,0.71,331.68
EMP0258,Training Module 2,2024-05-18 01:09:47,1.66,336.41
EMP0259,First Week Check-in,2020-07-04 02:24:46,0.21,86.95
EMP0259,Introduction Session,2020-07-19 11:24:46,1.52,141.5
EMP0259,Complete Documentation,2020-08-03 12:24:46,0.1,135.37
EMP0259,IT Setup,2020-08-16 19:24:46,1.48,437.57
EMP0259,Training Module 1,2020-08-21 00:24:46,1.28,54.66
EMP0259,Training Module 2,2020-08-24 09:24:46,1.26,285.59
EMP0260,First Week Check-in,2021-03-06 08:35:11,0.82,340.36
EMP0260,Introduction Session,2021-03-20 19:35:11,1.36,403.89
EMP0260,Complete Documentation,2021-03-25 22:35:11,1.6,120.49
EMP0260,IT Setup,2021-04-09 08:35:11,1.35,202.72
EMP0260,Training Module 1,2021-04-19 17:35:11,0.21,426.04
EMP0260,Training Module 2,2021-05-01 03:35:11,1.92,255.36
EMP0261,First Week Check-in,2021-09-27 21:49:24,1.99,102.06
EMP0261,Introduction Session,2021-10-04 05:49:24,1.11,270.96
EMP0261,Complete Documentation,2021-10-09 13:49:24,1.42,84.79
EMP0261,IT Setup,2021-10-12 19:49:24,1.82,299.43
EMP0261,Training Module 1,2021-10-19 01:49:24,1.16,216.53
EMP0261,Training Module 2,2021-10-25 01:49:24,0.26,228.69
EMP0262,First Week Check-in,2020-07-28 10:58:48,0.9,231.06
EMP0262,Introduction Session,2020-08-04 12:58:48,1.99,234.43
EMP0262,Complete Documentation,2020-08-12 12:58:48,1.9,477.57
EMP0262,IT Setup,2020-08-19 14:58:48,1.71,352.34
EMP0262,Training Module 1,2020-08-27 01:58:48,1.63,306.63
EMP0262,Training Module 2,2020-09-06 06:58:48,0.27,415.74
EMP0263,First Week Check-in,2021-07-07 05:43:46,1.21,399.02
EMP0263,Introduction Session,2021-07-22 09:43:46,1.1,276.55
EMP0263,Complete Documentation,2021-08-05 19:43:46,1.22,133.01
EMP0263,IT Setup,2021-08-19 04:43:46,1.54,228.33
EMP0263,Training Module 1,2021-08-24 16:43:46,0.77,169.8
EMP0263,Training Module 2,2021-09-09 00:43:46,1.74,169.22
EMP0264,First Week Check-in,2022-09-03 01:31:35,1.65,361.1
EMP0264,Introduction Session,2022-09-10 11:31:35,0.72,301.28
EMP0264,Complete Documentation,2022-09-22 23:31:35,1.58,385.4
EMP0264,IT Setup,2022-09-24 10:31:35,1.65,318.89
EMP0264,Training Module 1,2022-09-25 22:31:35,1.86,260.75
EMP0264,Training Module 2,2022-10-02 05:31:35,1.45,304.95
EMP0265,First Week Check-in,2024-07-15 00:28:24,0.56,183.06
EMP0265,Introduction Session,2024-07-22 02:28:24,1.26,360.75
EMP0265,Complete Documentation,2024-07-25 11:28:24,1.16,111.42
EMP0265,IT Setup,2024-08-09 16:28:24,0.64,248.79
EMP0265,Training Module 1,2024-08-13 01:28:24,0.11,444.96
EMP0265,Training Module 2,2024-08-21 12:28:24,1.47,451.93
EMP0266,First Week Check-in,2024-10-17 16:04:26,1.67,109.41
EMP0266,Introduction Session,2024-10-22 23:04:26,0.68,260.63
EMP0266,Complete Documentation,2024-11-04 05:04:26,1.13,307.84
EMP0266,IT Setup,2024-11-12 16:04:26,0.59,125.04
EMP0266,Training Module 1,2024-11-17 17:04:26,1.35,311.5
EMP0266,Training Module 2,2024-11-26 18:04:26,1.21,271.56
EMP0267,First Week Check-in,2021-06-03 01:10:20,0.54,164.44
EMP0267,Introduction Session,2021-06-12 08:10:20,0.68,105.39
EMP0267,Complete Documentation,2021-06-27 15:10:20,0.69,206.33
EMP0267,IT Setup,2021-07-10 22:10:20,1.62,447.47
EMP0267,Training Module 1,2021-07-12 06:10:20,1.81,110.29
EMP0267,Training Module 2,2021-07-18 18:10:20,1.61,66.96
EMP0268,First Week Check-in,2022-01-27 15:11:38,1.7,162.48
EMP0268,Introduction Session,2022-02-10 01:11:38,2.0,166.95
EMP0268,Complete Documentation,2022-02-13 01:11:38,1.54,106.99
EMP0268,IT Setup,2022-02-21 13:11:38,1.07,443.3
EMP0268,Training Module 1,2022-02-24 14:11:38,0.69,352.03
EMP0268,Training Module 2,2022-03-09 23:11:38,1.68,371.27
EMP0269,First Week Check-in,2024-03-18 19:54:55,0.66,268.86
EMP0269,Introduction Session,2024-04-01 23:54:55,0.89,449.17
EMP0269,Complete Documentation,2024-04-09 06:54:55,0.2,70.16
EMP0269,IT Setup,2024-04-17 11:54:55,0.76,441.41
EMP0269,Training Module 1,2024-04-21 13:54:55,0.89,398.06
EMP0269,Training Module 2,2024-04-25 21:54:55,0.99,238.37
EMP0270,First Week Check-in,2024-07-21 18:57:27,1.87,380.25
EMP0270,Introduction Session,2024-07-27 20:57:27,0.93,125.71
EMP0270,Complete Documentation,2024-08-07 06:57:27,0.99,497.63
EMP0270,IT Setup,2024-08-14 07:57:27,0.81,334.58
EMP0270,Training Module 1,2024-08-22 10:57:27,0.81,367.87
EMP0270,Training Module 2,2024-08-26 20:57:27,1.48,189.33
EMP0271,First Week Check-in,2024-01-14 01:46:08,0.78,442.14
EMP0271,Introduction Session,2024-01-16 05:46:08,1.33,303.24
EMP0271,Complete Documentation,2024-01-20 05:46:08,0.4,273.42
EMP0271,IT Setup,2024-02-01 09:46:08,0.99,90.03
EMP0271,Training Module 1,2024-02-07 18:46:08,1.95,144.81
EMP0271,Training Module 2,2024-02-14 02:46:08,0.61,185.7
EMP0272,First Week Check-in,2021-12-16 01:09:20,0.96,490.99
EMP0272,Introduction Session,2021-12-28 04:09:20,1.25,298.48
EMP0272,Complete Documentation,2021-12-30 11:09:20,1.94,423.62
EMP0272,IT Setup,2022-01-11 11:09:20,0.6,221.02
EMP0272,Training Module 1,2022-01-16 22:09:20,1.16,271.74
EMP0272,Training Module 2,2022-01-30 23:09:20,1.93,299.93
EMP0273,First Week Check-in,2022-09-30 16:17:10,1.16,317.46
EMP0273,Introduction Session,2022-10-04 00:17:10,1.26,319.58
EMP0273,Complete Documentation,2022-10-09 10:17:10,1.14,253.51
EMP0273,IT Setup,2022-10-11 18:17:10,0.55,305.16
EMP0273,Training Module 1,2022-10-16 20:17:10,1.45,219.48
EMP0273,Training Module 2,2022-11-01 05:17:10,0.48,117.71
EMP0274,First Week Check-in,2024-08-03 13:14:05,1.12,349.45
EMP0274,Introduction Session,2024-08-10 18:14:05,1.29,172.58
EMP0274,Complete Documentation,2024-08-13 04:14:05,0.16,230.86
EMP0274,IT Setup,2024-08-20 10:14:05,0.44,340.05
EMP0274,Training Module 1,2024-08-31 20:14:05,0.43,332.94
EMP0274,Training Module 2,2024-09-02 21:14:05,0.46,177.73
EMP0275,First Week Check-in,2024-09-19 03:47:19,1.39,405.43
EMP0275,Introduction Session,2024-09-21 13:47:19,0.66,381.2
EMP0275,Complete Documentation,2024-09-30 13:47:19,1.98,431.99
EMP0275,IT Setup,2024-10-02 14:47:19,0.48,268.57
EMP0275,Training Module 1,2024-10-07 15:47:19,1.92,484.67
EMP0275,Training Module 2,2024-10-11 22:47:19,0.57,116.79
EMP0276,First Week Check-in,2024-09-14 10:47:11,1.34,409.39
EMP0276,Introduction Session,2024-09-26 12:47:11,1.76,150.05
EMP0276,Complete Documentation,2024-09-28 13:47:11,1.52,112.06
EMP0276,IT Setup,2024-10-01 21:47:11,0.4,85.94
EMP0276,Training Module 1,2024-10-10 08:47:11,1.57,120.8
EMP0276,Training Module 2,2024-10-22 11:47:11,0.93,410.67
EMP0277,First Week Check-in,2021-02-19 22:00:10,1.68,261.35
EMP0277,Introduction Session,2021-02-22 09:00:10,1.2,410.58
EMP0277,Complete Documentation,2021-03-03 15:00:10,1.31,160.0
EMP0277,IT Setup,2021-03-10 00:00:10,1.27,59.32
EMP0277,Training Module 1,2021-03-14 00:00:10,1.02,263.02
EMP0277,Training Module 2,2021-03-17 03:00:10,1.41,225.04
EMP0278,First Week Check-in,2021-12-27 16:31:13,0.37,186.73
EMP0278,Introduction Session,2022-01-11 02:31:13,1.4,340.73
EMP0278,Complete Documentation,2022-01-22 07:31:13,0.25,424.57
EMP0278,IT Setup,2022-01-29 16:31:13,0.81,256.1
EMP0278,Training Module 1,2022-02-11 02:31:13,0.83,387.93
EMP0278,Training Module 2,2022-02-16 08:31:13,0.15,419.7
EMP0279,First Week Check-in,2024-11-18 19:54:34,1.76,174.24
EMP0279,Introduction Session,2024-11-23 21:54:34,1.91,316.35
EMP0279,Complete Documentation,2024-12-02 03:54:34,0.92,313.38
EMP0279,IT Setup,2024-12-06 15:54:34,0.85,253.52
EMP0279,Training Module 1,2024-12-10 16:54:34,1.27,477.04
EMP0279,Training Module 2,2024-12-17 02:54:34,1.7,409.53
EMP0280,First Week Check-in,2020-01-06 16:18:45,1.85,208.58
EMP0280,Introduction Session,2020-01-13 04:18:45,1.86,73.83
EMP0280,Complete Documentation,2020-01-17 10:18:45,1.86,238.58
EMP0280,IT Setup,2020-01-29 12:18:45,1.51,284.79
EMP0280,Training Module 1,2020-02-02 14:18:45,1.91,270.39
EMP0280,Training Module 2,2020-02-10 21:18:45,1.42,142.25
EMP0281,First Week Check-in,2020-03-08 19:48:06,1.54,82.01
EMP0281,Introduction Session,2020-03-22 19:48:06,1.39,94.88
EMP0281,Complete Documentation,2020-03-25 00:48:06,1.25,287.09
EMP0281,IT Setup,2020-03-29 04:48:06,0.57,273.5
EMP0281,Training Module 1,2020-04-09 06:48:06,1.76,435.07
EMP0281,Training Module 2,2020-04-23 08:48:06,1.48,84.22
EMP0282,First Week Check-in,2021-07-26 04:45:28,0.2,197.61
EMP0282,Introduction Session,2021-08-06 04:45:28,0.74,87.74
EMP0282,Complete Documentation,2021-08-17 11:45:28,0.81,191.1
EMP0282,IT Setup,2021-08-26 11:45:28,1.95,240.98
EMP0282,Training Module 1,2021-08-31 14:45:28,1.22,286.57
EMP0282,Training Module 2,2021-09-02 22:45:28,0.74,178.61
EMP0283,First Week Check-in,2022-02-13 03:49:05,1.04,168.93
EMP0283,Introduction Session,2022-02-27 03:49:05,1.33,378.38
EMP0283,Complete Documentation,2022-03-13 04:49:05,1.66,119.52
EMP0283,IT Setup,2022-03-20 14:49:05,1.56,146.21
EMP0283,Training Module 1,2022-04-03 14:49:05,0.42,488.17
EMP0283,Training Module 2,2022-04-10 23:49:05,0.42,292.19
EMP0284,First Week Check-in,2022-01-23 16:29:06,0.53,101.14
EMP0284,Introduction Session,2022-01-25 17:29:06,0.58,98.9
EMP0284,Complete Documentation,2022-02-07 05:29:06,1.93,421.6
EMP0284,IT Setup,2022-02-20 06:29:06,1.56,100.92
EMP0284,Training Module 1,2022-03-07 07:29:06,1.04,480.43
EMP0284,Training Module 2,2022-03-17 09:29:06,2.0,211.89
EMP0285,First Week Check-in,2024-08-12 22:37:41,0.98,273.13
EMP0285,Introduction Session,2024-08-28 00:37:41,0.31,227.24
EMP0285,Complete Documentation,2024-09-06 11:37:41,1.64,455.56
EMP0285,IT Setup,2024-09-17 18:37:41,0.16,103.46
EMP0285,Training Module 1,2024-09-26 23:37:41,0.64,232.99
EMP0285,Training Module 2,2024-10-04 00:37:41,0.61,423.65
EMP0286,First Week Check-in,2023-05-18 21:49:28,1.2,276.44
EMP0286,Introduction Session,2023-06-02 04:49:28,1.36,108.35
EMP0286,Complete Documentation,2023-06-07 11:49:28,0.49,350.16
EMP0286,IT Setup,2023-06-13 22:49:28,0.67,491.08
EMP0286,Training Module 1,2023-06-15 08:49:28,1.12,341.06
EMP0286,Training Module 2,2023-06-25 09:49:28,0.95,368.33
EMP0287,First Week Check-in,2022-05-25 20:00:35,0.4,293.08
EMP0287,Introduction Session,2022-05-28 06:00:35,0.81,250.58
EMP0287,Complete Documentation,2022-06-01 07:00:35,0.91,149.74
EMP0287,IT Setup,2022-06-16 09:00:35,1.4,343.38
EMP0287,Training Module 1,2022-06-21 18:00:35,1.55,475.94
EMP0287,Training Module 2,2022-07-02 02:00:35,1.27,151.24
EMP0288,First Week Check-in,2021-05-20 01:12:36,0.78,190.61
EMP0288,Introduction Session,2021-05-22 03:12:36,0.73,327.98
EMP0288,Complete Documentation,2021-06-04 14:12:36,0.6,127.64
EMP0288,IT Setup,2021-06-16 02:12:36,1.51,157.17
EMP0288,Training Module 1,2021-06-25 07:12:36,1.08,137.25
EMP0288,Training Module 2,2021-07-04 08:12:36,0.44,192.64
EMP0289,First Week Check-in,2024-06-30 17:24:51,1.13,333.46
EMP0289,Introduction Session,2024-07-01 17:24:51,1.09,357.53
EMP0289,Complete Documentation,2024-07-02 18:24:51,1.94,361.17
EMP0289,IT Setup,2024-07-08 03:24:51,0.38,89.18
EMP0289,Training Module 1,2024-07-11 11:24:51,0.61,241.3
EMP0289,Training Module 2,2024-07-19 22:24:51,1.67,280.29
EMP0290,First Week Check-in,2024-08-31 00:34:59,1.51,382.71
EMP0290,Introduction Session,2024-09-04 02:34:59,0.15,381.4
EMP0290,Complete Documentation,2024-09-07 14:34:59,0.42,498.5
EMP0290,IT Setup,2024-09-11 17:34:59,1.64,135.27
EMP0290,Training Module 1,2024-09-27 03:34:59,1.14,76.91
EMP0290,Training Module 2,2024-10-06 15:34:59,1.47,276.77
EMP0291,First Week Check-in,2024-07-16 15:46:44,0.9,104.11
EMP0291,Introduction Session,2024-07-21 02:46:44,0.16,258.47
EMP0291,Complete Documentation,2024-07-28 04:46:44,1.87,78.75
EMP0291,IT Setup,2024-08-09 12:46:44,0.12,70.66
EMP0291,Training Module 1,2024-08-14 15:46:44,0.52,481.71
EMP0291,Training Module 2,2024-08-16 15:46:44,1.79,351.47
EMP0292,First Week Check-in,2021-07-12 21:42:10,1.33,68.51
EMP0292,Introduction Session,2021-07-25 04:42:10,1.32,464.8
EMP0292,Complete Documentation,2021-07-27 11:42:10,1.35,187.43
EMP0292,IT Setup,2021-07-29 15:42:10,0.41,350.44
EMP0292,Training Module 1,2021-08-06 21:42:10,0.84,196.83
EMP0292,Training Module 2,2021-08-11 03:42:10,1.53,250.27
EMP0293,First Week Check-in,2022-01-27 19:41:16,0.75,238.8
EMP0293,Introduction Session,2022-02-01 02:41:16,0.62,242.02
EMP0293,Complete Documentation,2022-02-03 06:41:16,1.27,71.51
EMP0293,IT Setup,2022-02-10 06:41:16,1.51,80.76
EMP0293,Training Module 1,2022-02-17 09:41:16,0.92,128.39
EMP0293,Training Module 2,2022-03-01 09:41:16,1.52,88.86
EMP0294,First Week Check-in,2024-10-21 18:57:41,1.26,117.46
EMP0294,Introduction Session,2024-11-05 04:57:41,1.65,217.18
EMP0294,Complete Documentation,2024-11-09 06:57:41,0.92,158.89
EMP0294,IT Setup,2024-11-14 16:57:41,0.14,410.03
EMP0294,Training Module 1,2024-11-28 04:57:41,0.53,216.11
EMP0294,Training Module 2,2024-12-13 11:57:41,1.51,442.08
EMP0295,First Week Check-in,2022-12-06 09:09:59,0.68,55.61
EMP0295,Introduction Session,2022-12-08 12:09:59,1.11,237.58
EMP0295,Complete Documentation,2022-12-11 18:09:59,1.72,449.59
EMP0295,IT Setup,2022-12-25 05:09:59,0.87,137.85
EMP0295,Training Module 1,2023-01-02 15:09:59,1.89,483.77
EMP0295,Training Module 2,2023-01-05 20:09:59,1.74,465.56
EMP0296,First Week Check-in,2022-05-06 21:59:18,0.27,463.98
EMP0296,Introduction Session,2022-05-19 22:59:18,0.55,365.84
EMP0296,Complete Documentation,2022-05-26 04:59:18,1.25,333.86
EMP0296,IT Setup,2022-05-29 14:59:18,0.15,86.29
EMP0296,Training Module 1,2022-06-06 21:59:18,1.48,402.03
EMP0296,Training Module 2,2022-06-10 02:59:18,1.18,202.86
EMP0297,First Week Check-in,2021-02-04 14:43:40,0.77,319.38
EMP0297,Introduction Session,2021-02-17 16:43:40,1.76,456.02
EMP0297,Complete Documentation,2021-03-05 04:43:40,1.32,213.68
EMP0297,IT Setup,2021-03-07 16:43:40,1.6,475.79
EMP0297,Training Module 1,2021-03-16 21:43:40,0.58,119.93
EMP0297,Training Module 2,2021-03-19 23:43:40,1.44,143.2
EMP0298,First Week Check-in,2023-08-13 15:23:02,0.81,378.61
EMP0298,Introduction Session,2023-08-17 01:23:02,1.09,73.88
EMP0298,Complete Documentation,2023-08-22 13:23:02,0.2,381.86
EMP0298,IT Setup,2023-08-26 16:23:02,0.82,191.84
EMP0298,Training Module 1,2023-08-28 19:23:02,1.0,216.44
EMP0298,Training Module 2,2023-09-04 05:23:02,1.96,452.2
EMP0299,First Week Check-in,2022-12-30 00:51:04,1.29,358.15
EMP0299,Introduction Session,2023-01-03 09:51:04,0.55,169.28
EMP0299,Complete Documentation,2023-01-16 21:51:04,1.42,111.07
EMP0299,IT Setup,2023-01-19 09:51:04,0.36,446.64
EMP0299,Training Module 1,2023-01-28 16:51:04,0.38,201.26
EMP0299,Training Module 2,2023-02-11 02:51:04,0.82,221.38
EMP0300,First Week Check-in,2024-11-02 17:34:34,1.59,160.47
EMP0300,Introduction Session,2024-11-13 17:34:34,0.4,252.98
EMP0300,Complete Documentation,2024-11-23 23:34:34,0.32,265.2
EMP0300,IT Setup,2024-11-28 04:34:34,1.97,230.33
EMP0300,Training Module 1,2024-12-01 06:34:34,1.37,472.19
EMP0300,Training Module 2,2024-12-06 16:34:34,0.2,388.4
EMP0301,First Week Check-in,2023-01-03 18:17:11,1.65,244.06
EMP0301,Introduction Session,2023-01-11 06:17:11,1.36,433.06
EMP0301,Complete Documentation,2023-01-17 08:17:11,0.81,493.22
EMP0301,IT Setup,2023-01-26 13:17:11,0.52,163.88
EMP0301,Training Module 1,2023-02-02 13:17:11,1.63,81.09
EMP0301,Training Module 2,2023-02-09 01:17:11,1.14,240.59
EMP0302,First Week Check-in,2021-09-27 13:05:42,1.59,167.84
EMP0302,Introduction Session,2021-10-02 16:05:42,0.38,185.88
EMP0302,Complete Documentation,2021-10-07 17:05:42,1.84,241.3
EMP0302,IT Setup,2021-10-12 23:05:42,1.42,448.72
EMP0302,Training Module 1,2021-10-24 05:05:42,1.85,193.17
EMP0302,Training Module 2,2021-10-31 13:05:42,0.2,63.23
EMP0303,First Week Check-in,2022-09-13 19:16:08,0.68,260.02
EMP0303,Introduction Session,2022-09-22 00:16:08,0.1,245.79
EMP0303,Complete Documentation,2022-10-05 12:16:08,0.92,99.99
EMP0303,IT Setup,2022-10-18 19:16:08,0.29,156.13
EMP0303,Training Module 1,2022-10-21 22:16:08,0.64,65.81
EMP0303,Training Module 2,2022-10-26 07:16:08,1.47,129.23
EMP0304,First Week Check-in,2024-10-29 16:15:13,1.69,224.6
EMP0304,Introduction Session,2024-11-04 04:15:13,1.54,121.5
EMP0304,Complete Documentation,2024-11-07 09:15:13,1.33,461.87
EMP0304,IT Setup,2024-11-13 17:15:13,0.63,459.79
EMP0304,Training Module 1,2024-11-25 03:15:13,1.59,99.36
EMP0304,Training Module 2,2024-12-10 12:15:13,0.16,118.48
EMP0305,First Week Check-in,2022-10-28 14:20:01,1.84,71.2
