Case_ID,Activity,Timestamp,CO2_Impact,Activity_Cost,Role
EMP00132,Complete Documentation,2021-03-15 05:02:43,1.34,128.66,New Hire
EMP00132,IT Setup,2021-03-24 09:02:43,0.12,143.61,IT Staff
EMP00132,Training Module 1,2021-04-08 11:02:43,1.19,167.15,New Hire
EMP00132,Training Module 2,2021-04-23 21:02:43,1.88,241.68,New Hire
EMP00132,Welcome Package Distribution,2021-04-26 09:02:43,1.0,403.79,HR Manager
EMP00132,Feedback Collection,2021-05-11 19:02:43,0.68,140.61,HR Manager
EMP00133,First Week Check-in,2021-09-23 22:18:43,1.93,142.82,HR Manager
EMP00133,Introduction Session,2021-10-06 06:18:43,0.91,188.43,HR Manager
EMP00133,Complete Documentation,2021-10-15 15:18:43,0.28,343.32,New Hire
EMP00133,IT Setup,2021-10-27 19:18:43,0.65,460.04,IT Staff
EMP00133,Training Module 1,2021-10-30 21:18:43,1.22,388.85,New Hire
EMP00133,Training Module 2,2021-11-11 23:18:43,1.43,372.05,New Hire
EMP00133,Welcome Package Distribution,2021-11-15 09:18:43,1.22,382.48,HR Manager
EMP00133,Feedback Collection,2021-11-25 21:18:43,0.12,411.16,HR Manager
EMP00134,First Week Check-in,2021-11-29 20:49:52,1.91,395.96,HR Manager
EMP00134,Introduction Session,2021-12-06 07:49:52,1.38,138.76,HR Manager
EMP00134,Complete Documentation,2021-12-09 07:49:52,1.27,336.3,New Hire
EMP00134,IT Setup,2021-12-14 10:49:52,0.71,141.08,IT Staff
EMP00134,Training Module 1,2021-12-16 16:49:52,0.31,66.46,New Hire
EMP00134,Training Module 2,2021-12-29 16:49:52,1.7,77.95,New Hire
EMP00134,Welcome Package Distribution,2021-12-31 17:49:52,0.29,251.13,HR Manager
EMP00134,Feedback Collection,2022-01-08 02:49:52,1.64,73.6,HR Manager
EMP00135,First Week Check-in,2021-08-29 21:54:41,1.57,104.88,HR Manager
EMP00135,Introduction Session,2021-09-02 08:54:41,0.57,448.13,HR Manager
EMP00135,Complete Documentation,2021-09-09 15:54:41,0.18,339.48,New Hire
EMP00135,IT Setup,2021-09-12 20:54:41,0.33,376.12,IT Staff
EMP00135,Training Module 1,2021-09-17 20:54:41,1.93,112.83,New Hire
EMP00135,Training Module 2,2021-09-24 00:54:41,0.72,271.8,New Hire
EMP00135,Welcome Package Distribution,2021-10-02 12:54:41,0.97,115.76,HR Manager
EMP00135,Feedback Collection,2021-10-12 22:54:41,1.42,242.31,HR Manager
EMP00136,First Week Check-in,2021-06-14 00:13:14,0.42,223.44,HR Manager
EMP00136,Introduction Session,2021-06-29 10:13:14,1.08,201.11,HR Manager
EMP00136,Complete Documentation,2021-07-13 14:13:14,1.74,385.94,New Hire
EMP00136,IT Setup,2021-07-28 14:13:14,0.19,364.31,IT Staff
EMP00136,Training Module 1,2021-08-05 22:13:14,0.46,235.77,New Hire
EMP00136,Training Module 2,2021-08-07 07:13:14,0.79,456.05,New Hire
EMP00136,Welcome Package Distribution,2021-08-20 10:13:14,0.66,70.53,HR Manager
EMP00136,Feedback Collection,2021-08-30 22:13:14,1.76,122.67,HR Manager
EMP00137,First Week Check-in,2021-05-26 22:04:07,1.74,307.8,HR Manager
EMP00137,Introduction Session,2021-06-02 08:04:07,1.15,310.01,HR Manager
EMP00137,Complete Documentation,2021-06-07 19:04:07,1.79,369.03,New Hire
EMP00137,IT Setup,2021-06-09 01:04:07,1.65,191.39,IT Staff
EMP00137,Training Module 1,2021-06-14 05:04:07,1.32,295.78,New Hire
EMP00137,Training Module 2,2021-06-19 13:04:07,1.74,91.73,New Hire
EMP00137,Welcome Package Distribution,2021-07-04 13:04:07,1.85,409.18,HR Manager
EMP00137,Feedback Collection,2021-07-13 17:04:07,0.44,83.2,HR Manager
EMP00138,First Week Check-in,2021-12-07 02:45:53,0.26,402.82,HR Manager
EMP00138,Introduction Session,2021-12-10 05:45:53,1.78,359.61,HR Manager
EMP00138,Complete Documentation,2021-12-23 11:45:53,0.78,187.78,New Hire
EMP00138,IT Setup,2022-01-04 20:45:53,1.88,281.11,IT Staff
EMP00138,Training Module 1,2022-01-12 06:45:53,0.57,259.53,New Hire
EMP00138,Training Module 2,2022-01-16 08:45:53,1.13,130.54,New Hire
EMP00138,Welcome Package Distribution,2022-01-21 12:45:53,0.86,309.57,HR Manager
EMP00138,Feedback Collection,2022-02-05 21:45:53,1.52,191.3,HR Manager
EMP00139,First Week Check-in,2021-05-02 04:55:11,0.72,363.4,HR Manager
EMP00139,Introduction Session,2021-05-17 14:55:11,1.67,170.27,HR Manager
EMP00139,Complete Documentation,2021-05-27 15:55:11,0.49,435.68,New Hire
EMP00139,IT Setup,2021-06-06 16:55:11,1.0,404.32,IT Staff
EMP00139,Training Module 1,2021-06-14 00:55:11,1.6,211.46,New Hire
EMP00139,Training Module 2,2021-06-17 05:55:11,1.78,193.53,New Hire
EMP00139,Welcome Package Distribution,2021-06-22 12:55:11,0.42,169.81,HR Manager
EMP00139,Feedback Collection,2021-07-01 21:55:11,0.68,78.16,HR Manager
EMP00140,First Week Check-in,2021-11-06 13:28:41,1.56,401.54,HR Manager
EMP00140,Introduction Session,2021-11-14 17:28:41,0.88,292.29,HR Manager
EMP00140,Complete Documentation,2021-11-29 02:28:41,2.0,413.51,New Hire
EMP00140,IT Setup,2021-12-04 02:28:41,0.14,274.77,IT Staff
EMP00140,Training Module 1,2021-12-11 04:28:41,0.94,148.4,New Hire
EMP00140,Training Module 2,2021-12-12 15:28:41,1.18,115.12,New Hire
EMP00140,Welcome Package Distribution,2021-12-27 19:28:41,0.83,68.33,HR Manager
EMP00140,Feedback Collection,2021-12-29 03:28:41,1.31,313.31,HR Manager
EMP00141,First Week Check-in,2021-03-01 12:03:09,0.14,55.77,HR Manager
EMP00141,Introduction Session,2021-03-03 14:03:09,1.35,412.45,HR Manager
EMP00141,Complete Documentation,2021-03-18 18:03:09,0.65,467.35,New Hire
EMP00141,IT Setup,2021-03-21 05:03:09,0.94,157.48,IT Staff
EMP00141,Training Module 1,2021-03-28 08:03:09,1.27,249.2,New Hire
EMP00141,Training Module 2,2021-04-05 18:03:09,1.57,325.55,New Hire
EMP00141,Welcome Package Distribution,2021-04-10 04:03:09,1.01,74.9,HR Manager
EMP00141,Feedback Collection,2021-04-25 09:03:09,0.29,148.1,HR Manager
EMP00142,First Week Check-in,2021-03-20 23:08:32,0.98,397.27,HR Manager
EMP00142,Introduction Session,2021-03-27 02:08:32,0.5,342.46,HR Manager
EMP00142,Complete Documentation,2021-04-08 11:08:32,0.42,116.16,New Hire
EMP00142,IT Setup,2021-04-21 21:08:32,1.88,190.82,IT Staff
EMP00142,Training Module 1,2021-05-02 00:08:32,0.32,125.96,New Hire
EMP00142,Training Module 2,2021-05-10 10:08:32,0.79,420.28,New Hire
EMP00142,Welcome Package Distribution,2021-05-16 22:08:32,0.94,120.77,HR Manager
EMP00142,Feedback Collection,2021-05-28 09:08:32,0.42,363.8,HR Manager
EMP00143,First Week Check-in,2021-08-09 19:02:03,1.27,321.63,HR Manager
EMP00143,Introduction Session,2021-08-19 01:02:03,1.99,134.39,HR Manager
EMP00143,Complete Documentation,2021-08-26 04:02:03,0.78,338.42,New Hire
EMP00143,IT Setup,2021-09-05 11:02:03,0.39,94.26,IT Staff
EMP00143,Training Module 1,2021-09-12 19:02:03,1.96,120.51,New Hire
EMP00143,Training Module 2,2021-09-20 06:02:03,1.0,237.47,New Hire
EMP00143,Welcome Package Distribution,2021-09-22 14:02:03,0.12,179.99,HR Manager
EMP00143,Feedback Collection,2021-09-24 19:02:03,1.43,447.38,HR Manager
EMP00144,First Week Check-in,2021-01-25 22:19:03,0.19,359.85,HR Manager
EMP00144,Introduction Session,2021-02-03 23:19:03,0.91,442.26,HR Manager
EMP00144,Complete Documentation,2021-02-07 11:19:03,0.13,443.26,New Hire
EMP00144,IT Setup,2021-02-16 16:19:03,0.24,197.08,IT Staff
EMP00144,Training Module 1,2021-02-17 22:19:03,1.43,316.18,New Hire
EMP00144,Training Module 2,2021-02-21 08:19:03,0.52,147.96,New Hire
EMP00144,Welcome Package Distribution,2021-02-26 20:19:03,1.48,305.32,HR Manager
EMP00144,Feedback Collection,2021-03-07 05:19:03,1.76,439.75,HR Manager
EMP00145,First Week Check-in,2021-11-25 18:05:27,0.14,315.07,HR Manager
EMP00145,Introduction Session,2021-11-29 19:05:27,0.16,344.77,HR Manager
EMP00145,Complete Documentation,2021-12-04 05:05:27,1.51,261.5,New Hire
EMP00145,IT Setup,2021-12-19 12:05:27,1.58,416.06,IT Staff
EMP00145,Training Module 1,2021-12-28 13:05:27,0.8,217.66,New Hire
EMP00145,Training Module 2,2022-01-06 21:05:27,1.25,403.83,New Hire
EMP00145,Welcome Package Distribution,2022-01-12 22:05:27,0.57,209.43,HR Manager
EMP00145,Feedback Collection,2022-01-21 05:05:27,1.5,130.22,HR Manager
EMP00146,First Week Check-in,2021-06-13 18:45:04,0.67,287.18,HR Manager
EMP00146,Introduction Session,2021-06-27 03:45:04,1.66,388.68,HR Manager
EMP00146,Complete Documentation,2021-07-04 05:45:04,0.7,240.58,New Hire
EMP00146,IT Setup,2021-07-16 14:45:04,1.98,110.41,IT Staff
EMP00146,Training Module 1,2021-07-26 18:45:04,0.13,333.88,New Hire
EMP00146,Training Module 2,2021-08-03 03:45:04,0.95,190.64,New Hire
EMP00146,Welcome Package Distribution,2021-08-09 05:45:04,1.59,474.87,HR Manager
EMP00146,Feedback Collection,2021-08-23 09:45:04,1.15,259.76,HR Manager
EMP00147,First Week Check-in,2021-06-23 21:16:09,1.6,80.33,HR Manager
EMP00147,Introduction Session,2021-07-05 06:16:09,0.81,239.46,HR Manager
EMP00147,Complete Documentation,2021-07-18 09:16:09,1.35,209.79,New Hire
EMP00147,IT Setup,2021-07-20 17:16:09,0.67,272.06,IT Staff
EMP00147,Training Module 1,2021-07-21 21:16:09,1.64,443.09,New Hire
EMP00147,Training Module 2,2021-08-01 07:16:09,1.35,127.77,New Hire
EMP00147,Welcome Package Distribution,2021-08-08 15:16:09,0.29,138.51,HR Manager
EMP00147,Feedback Collection,2021-08-15 00:16:09,1.62,155.22,HR Manager
EMP00148,First Week Check-in,2021-11-03 00:20:05,1.95,63.6,HR Manager
EMP00148,Introduction Session,2021-11-16 11:20:05,1.67,155.33,HR Manager
EMP00148,Complete Documentation,2021-11-24 12:20:05,1.8,54.75,New Hire
EMP00148,IT Setup,2021-12-08 18:20:05,0.36,133.33,IT Staff
EMP00148,Training Module 1,2021-12-11 19:20:05,0.4,487.32,New Hire
EMP00148,Training Module 2,2021-12-20 04:20:05,1.88,410.72,New Hire
EMP00148,Welcome Package Distribution,2021-12-28 14:20:05,1.14,388.05,HR Manager
EMP00148,Feedback Collection,2022-01-11 00:20:05,1.3,361.08,HR Manager
EMP00149,First Week Check-in,2021-05-22 13:25:22,1.98,234.65,HR Manager
EMP00149,Introduction Session,2021-06-02 15:25:22,1.55,448.04,HR Manager
EMP00149,Complete Documentation,2021-06-03 19:25:22,2.0,93.58,New Hire
EMP00149,IT Setup,2021-06-10 19:25:22,1.32,214.46,IT Staff
EMP00149,Training Module 1,2021-06-19 04:25:22,1.81,275.81,New Hire
EMP00149,Training Module 2,2021-07-02 13:25:22,0.15,373.25,New Hire
EMP00149,Welcome Package Distribution,2021-07-14 15:25:22,0.92,495.12,HR Manager
EMP00149,Feedback Collection,2021-07-27 23:25:22,0.93,78.85,HR Manager
EMP00150,First Week Check-in,2021-08-19 20:19:15,1.67,326.77,HR Manager
EMP00150,Introduction Session,2021-08-31 00:19:15,1.35,487.35,HR Manager
EMP00150,Complete Documentation,2021-09-07 07:19:15,0.28,199.39,New Hire
EMP00150,IT Setup,2021-09-21 15:19:15,0.58,106.32,IT Staff
EMP00150,Training Module 1,2021-10-01 17:19:15,0.21,160.62,New Hire
EMP00150,Training Module 2,2021-10-16 04:19:15,0.74,334.64,New Hire
EMP00150,Welcome Package Distribution,2021-10-29 12:19:15,1.31,276.69,HR Manager
EMP00150,Feedback Collection,2021-11-12 23:19:15,0.16,404.85,HR Manager
EMP00151,First Week Check-in,2021-11-16 00:06:33,0.18,276.79,HR Manager
EMP00151,Introduction Session,2021-11-28 06:06:33,1.05,73.93,HR Manager
EMP00151,Complete Documentation,2021-12-13 07:06:33,1.67,78.19,New Hire
EMP00151,IT Setup,2021-12-19 14:06:33,0.44,347.79,IT Staff
EMP00151,Training Module 1,2021-12-29 20:06:33,0.91,138.66,New Hire
EMP00151,Training Module 2,2022-01-12 08:06:33,0.85,206.66,New Hire
EMP00151,Welcome Package Distribution,2022-01-24 08:06:33,0.11,162.17,HR Manager
EMP00151,Feedback Collection,2022-02-03 14:06:33,1.46,199.67,HR Manager
EMP00152,First Week Check-in,2021-01-16 22:44:04,0.43,87.53,HR Manager
EMP00152,Introduction Session,2021-02-01 09:44:04,0.44,185.87,HR Manager
EMP00152,Complete Documentation,2021-02-11 10:44:04,1.04,469.35,New Hire
EMP00152,IT Setup,2021-02-23 19:44:04,1.89,499.61,IT Staff
EMP00152,Training Module 1,2021-02-26 05:44:04,0.1,218.08,New Hire
EMP00152,Training Module 2,2021-03-07 12:44:04,1.25,419.4,New Hire
EMP00152,Welcome Package Distribution,2021-03-12 15:44:04,0.55,259.32,HR Manager
EMP00152,Feedback Collection,2021-03-17 15:44:04,0.12,314.69,HR Manager
EMP00153,First Week Check-in,2021-08-25 22:55:42,1.71,458.48,HR Manager
EMP00153,Introduction Session,2021-09-05 01:55:42,1.09,273.16,HR Manager
EMP00153,Complete Documentation,2021-09-07 13:55:42,1.74,394.63,New Hire
EMP00153,IT Setup,2021-09-20 18:55:42,1.62,444.7,IT Staff
EMP00153,Training Module 1,2021-10-06 01:55:42,0.77,69.66,New Hire
EMP00153,Training Module 2,2021-10-12 08:55:42,1.95,81.03,New Hire
EMP00153,Welcome Package Distribution,2021-10-27 20:55:42,0.36,321.07,HR Manager
EMP00153,Feedback Collection,2021-11-07 23:55:42,1.05,294.38,HR Manager
EMP00154,First Week Check-in,2021-11-27 04:44:59,0.35,118.8,HR Manager
EMP00154,Introduction Session,2021-12-06 10:44:59,1.76,80.76,HR Manager
EMP00154,Complete Documentation,2021-12-18 11:44:59,1.84,378.8,New Hire
EMP00154,IT Setup,2021-12-22 13:44:59,1.81,161.85,IT Staff
EMP00154,Training Module 1,2021-12-31 14:44:59,0.92,367.92,New Hire
EMP00154,Training Module 2,2022-01-09 18:44:59,0.29,89.49,New Hire
EMP00154,Welcome Package Distribution,2022-01-15 03:44:59,1.18,91.61,HR Manager
EMP00154,Feedback Collection,2022-01-23 09:44:59,1.53,75.67,HR Manager
EMP00155,First Week Check-in,2021-07-02 18:16:10,0.77,94.87,HR Manager
EMP00155,Introduction Session,2021-07-11 20:16:10,1.2,403.89,HR Manager
EMP00155,Complete Documentation,2021-07-23 04:16:10,1.72,206.3,New Hire
EMP00155,IT Setup,2021-07-30 06:16:10,0.98,297.44,IT Staff
EMP00155,Training Module 1,2021-08-01 09:16:10,0.51,434.57,New Hire
EMP00155,Training Module 2,2021-08-15 10:16:10,0.51,138.95,New Hire
EMP00155,Welcome Package Distribution,2021-08-24 13:16:10,1.1,106.21,HR Manager
EMP00155,Feedback Collection,2021-08-27 19:16:10,0.69,250.78,HR Manager
EMP00156,First Week Check-in,2021-12-12 18:11:56,1.87,446.79,HR Manager
EMP00156,Introduction Session,2021-12-19 00:11:56,1.31,107.12,HR Manager
EMP00156,Complete Documentation,2021-12-22 05:11:56,1.78,109.77,New Hire
EMP00156,IT Setup,2022-01-01 14:11:56,1.52,454.03,IT Staff
EMP00156,Training Module 1,2022-01-08 17:11:56,1.78,361.73,New Hire
EMP00156,Training Module 2,2022-01-09 23:11:56,0.41,244.48,New Hire
EMP00156,Welcome Package Distribution,2022-01-25 11:11:56,0.87,302.25,HR Manager
EMP00156,Feedback Collection,2022-01-31 15:11:56,1.98,315.41,HR Manager
EMP00157,First Week Check-in,2021-02-20 15:21:46,0.37,459.81,HR Manager
EMP00157,Introduction Session,2021-03-03 03:21:46,0.63,224.34,HR Manager
EMP00157,Complete Documentation,2021-03-16 06:21:46,0.23,190.01,New Hire
EMP00157,IT Setup,2021-03-28 13:21:46,1.44,250.54,IT Staff
EMP00157,Training Module 1,2021-04-02 16:21:46,1.39,171.43,New Hire
EMP00157,Training Module 2,2021-04-06 19:21:46,1.25,180.42,New Hire
EMP00157,Welcome Package Distribution,2021-04-16 21:21:46,0.79,188.63,HR Manager
EMP00157,Feedback Collection,2021-05-02 04:21:46,0.88,312.23,HR Manager
EMP00158,First Week Check-in,2021-04-09 19:56:33,1.83,268.96,HR Manager
EMP00158,Introduction Session,2021-04-25 05:56:33,0.38,416.94,HR Manager
EMP00158,Complete Documentation,2021-05-08 07:56:33,0.48,469.38,New Hire
EMP00158,IT Setup,2021-05-23 10:56:33,0.89,75.37,IT Staff
EMP00158,Training Module 1,2021-05-26 11:56:33,0.68,184.45,New Hire
EMP00158,Training Module 2,2021-06-04 19:56:33,1.5,59.05,New Hire
EMP00158,Welcome Package Distribution,2021-06-07 19:56:33,1.55,493.99,HR Manager
EMP00158,Feedback Collection,2021-06-19 00:56:33,0.94,383.91,HR Manager
EMP00159,First Week Check-in,2021-12-13 16:34:26,1.0,224.32,HR Manager
EMP00159,Introduction Session,2021-12-19 20:34:26,0.12,423.48,HR Manager
EMP00159,Complete Documentation,2021-12-27 02:34:26,1.64,228.3,New Hire
EMP00159,IT Setup,2022-01-04 12:34:26,1.58,447.7,IT Staff
EMP00159,Training Module 1,2022-01-15 14:34:26,0.48,91.56,New Hire
EMP00159,Training Module 2,2022-01-22 19:34:26,0.37,214.71,New Hire
EMP00159,Welcome Package Distribution,2022-01-26 20:34:26,1.97,285.25,HR Manager
EMP00159,Feedback Collection,2022-02-09 22:34:26,0.72,281.57,HR Manager
EMP00160,First Week Check-in,2021-10-07 19:35:33,1.1,341.11,HR Manager
EMP00160,Introduction Session,2021-10-10 21:35:33,1.77,449.62,HR Manager
EMP00160,Complete Documentation,2021-10-19 23:35:33,0.1,304.64,New Hire
EMP00160,IT Setup,2021-10-28 00:35:33,1.38,288.67,IT Staff
EMP00160,Training Module 1,2021-11-06 06:35:33,0.14,269.88,New Hire
EMP00160,Training Module 2,2021-11-08 10:35:33,1.72,100.58,New Hire
EMP00160,Welcome Package Distribution,2021-11-17 22:35:33,1.18,263.82,HR Manager
EMP00160,Feedback Collection,2021-12-03 09:35:33,1.63,151.19,HR Manager
EMP00161,First Week Check-in,2021-06-21 18:20:22,1.27,72.14,HR Manager
EMP00161,Introduction Session,2021-06-29 23:20:22,1.67,259.87,HR Manager
EMP00161,Complete Documentation,2021-07-11 11:20:22,1.71,491.03,New Hire
EMP00161,IT Setup,2021-07-18 18:20:22,1.89,57.01,IT Staff
EMP00161,Training Module 1,2021-08-02 02:20:22,0.26,262.65,New Hire
EMP00161,Training Module 2,2021-08-04 09:20:22,1.94,488.78,New Hire
EMP00161,Welcome Package Distribution,2021-08-13 18:20:22,1.54,71.09,HR Manager
EMP00161,Feedback Collection,2021-08-23 00:20:22,0.72,255.13,HR Manager
EMP00162,First Week Check-in,2021-12-15 02:11:13,1.72,156.02,HR Manager
EMP00162,Introduction Session,2021-12-19 02:11:13,0.97,57.34,HR Manager
EMP00162,Complete Documentation,2022-01-02 03:11:13,0.31,393.58,New Hire
EMP00162,IT Setup,2022-01-15 12:11:13,1.97,475.72,IT Staff
EMP00162,Training Module 1,2022-01-26 16:11:13,0.33,139.76,New Hire
EMP00162,Training Module 2,2022-02-06 18:11:13,0.2,246.06,New Hire
EMP00162,Welcome Package Distribution,2022-02-18 22:11:13,0.29,145.88,HR Manager
EMP00162,Feedback Collection,2022-03-06 02:11:13,1.58,239.88,HR Manager
EMP00163,First Week Check-in,2021-04-25 17:17:52,1.23,389.98,HR Manager
EMP00163,Introduction Session,2021-05-06 22:17:52,1.04,172.34,HR Manager
EMP00163,Complete Documentation,2021-05-08 00:17:52,0.96,104.17,New Hire
EMP00163,IT Setup,2021-05-09 03:17:52,0.27,392.19,IT Staff
EMP00163,Training Module 1,2021-05-13 12:17:52,1.04,248.53,New Hire
EMP00163,Training Module 2,2021-05-20 20:17:52,0.17,140.42,New Hire
EMP00163,Welcome Package Distribution,2021-06-01 05:17:52,1.45,400.35,HR Manager
EMP00163,Feedback Collection,2021-06-04 05:17:52,1.28,426.75,HR Manager
EMP00164,First Week Check-in,2021-09-30 19:50:31,1.57,448.32,HR Manager
EMP00164,Introduction Session,2021-10-04 06:50:31,0.36,233.86,HR Manager
EMP00164,Complete Documentation,2021-10-10 10:50:31,1.27,266.81,New Hire
EMP00164,IT Setup,2021-10-14 19:50:31,1.69,200.87,IT Staff
EMP00164,Training Module 1,2021-10-26 21:50:31,0.49,147.07,New Hire
EMP00164,Training Module 2,2021-11-10 01:50:31,0.53,134.46,New Hire
EMP00164,Welcome Package Distribution,2021-11-20 11:50:31,0.24,479.27,HR Manager
EMP00164,Feedback Collection,2021-12-04 16:50:31,1.8,181.01,HR Manager
EMP00165,First Week Check-in,2021-11-10 17:52:34,0.9,61.74,HR Manager
EMP00165,Introduction Session,2021-11-22 19:52:34,0.24,201.82,HR Manager
EMP00165,Complete Documentation,2021-11-27 05:52:34,0.18,206.02,New Hire
EMP00165,IT Setup,2021-12-04 17:52:34,1.82,438.03,IT Staff
EMP00165,Training Module 1,2021-12-19 18:52:34,1.77,187.47,New Hire
EMP00165,Training Module 2,2022-01-03 20:52:34,0.81,470.72,New Hire
EMP00165,Welcome Package Distribution,2022-01-07 02:52:34,0.31,407.4,HR Manager
EMP00165,Feedback Collection,2022-01-16 08:52:34,0.44,467.04,HR Manager
EMP00166,First Week Check-in,2021-10-07 10:04:53,0.29,361.83,HR Manager
EMP00166,Introduction Session,2021-10-09 12:04:53,1.97,171.26,HR Manager
EMP00166,Complete Documentation,2021-10-14 15:04:53,1.3,236.4,New Hire
EMP00166,IT Setup,2021-10-16 01:04:53,1.56,410.57,IT Staff
EMP00166,Training Module 1,2021-10-26 01:04:53,1.79,499.05,New Hire
EMP00166,Training Module 2,2021-11-03 04:04:53,0.38,249.06,New Hire
EMP00166,Welcome Package Distribution,2021-11-15 14:04:53,0.72,422.47,HR Manager
EMP00166,Feedback Collection,2021-11-25 22:04:53,1.54,280.14,HR Manager
EMP00167,First Week Check-in,2021-12-20 21:38:58,1.33,368.11,HR Manager
EMP00167,Introduction Session,2021-12-26 21:38:58,0.38,112.68,HR Manager
EMP00167,Complete Documentation,2021-12-31 04:38:58,0.39,265.5,New Hire
EMP00167,IT Setup,2022-01-03 05:38:58,0.34,329.31,IT Staff
EMP00167,Training Module 1,2022-01-07 09:38:58,1.28,104.78,New Hire
EMP00167,Training Module 2,2022-01-16 17:38:58,1.23,475.26,New Hire
EMP00167,Welcome Package Distribution,2022-01-18 21:38:58,0.69,262.08,HR Manager
EMP00167,Feedback Collection,2022-01-31 09:38:58,0.54,73.34,HR Manager
EMP00168,First Week Check-in,2021-10-03 21:32:39,1.05,238.49,HR Manager
EMP00168,Introduction Session,2021-10-14 04:32:39,1.79,144.82,HR Manager
EMP00168,Complete Documentation,2021-10-24 14:32:39,0.26,430.57,New Hire
EMP00168,IT Setup,2021-10-31 18:32:39,1.94,92.6,IT Staff
EMP00168,Training Module 1,2021-11-01 22:32:39,1.26,479.84,New Hire
EMP00168,Training Module 2,2021-11-07 22:32:39,1.79,302.82,New Hire
EMP00168,Welcome Package Distribution,2021-11-16 09:32:39,0.94,400.27,HR Manager
EMP00168,Feedback Collection,2021-11-18 18:32:39,0.25,488.86,HR Manager
EMP00169,First Week Check-in,2021-04-28 22:04:11,1.47,203.36,HR Manager
EMP00169,Introduction Session,2021-05-12 10:04:11,1.02,275.74,HR Manager
EMP00169,Complete Documentation,2021-05-21 14:04:11,1.81,489.7,New Hire
EMP00169,IT Setup,2021-05-24 15:04:11,1.78,75.27,IT Staff
EMP00169,Training Module 1,2021-06-02 18:04:11,0.8,53.01,New Hire
EMP00169,Training Module 2,2021-06-13 01:04:11,0.69,479.96,New Hire
EMP00169,Welcome Package Distribution,2021-06-21 07:04:11,0.55,253.35,HR Manager
EMP00169,Feedback Collection,2021-06-28 07:04:11,0.66,464.06,HR Manager
EMP00170,First Week Check-in,2021-07-29 12:09:07,0.87,66.32,HR Manager
EMP00170,Introduction Session,2021-08-12 20:09:07,0.18,397.22,HR Manager
EMP00170,Complete Documentation,2021-08-27 04:09:07,0.81,455.66,New Hire
EMP00170,IT Setup,2021-09-10 08:09:07,0.42,171.99,IT Staff
EMP00170,Training Module 1,2021-09-22 13:09:07,0.54,144.74,New Hire
EMP00170,Training Module 2,2021-10-01 20:09:07,0.74,280.84,New Hire
EMP00170,Welcome Package Distribution,2021-10-11 21:09:07,0.25,67.49,HR Manager
EMP00170,Feedback Collection,2021-10-25 03:09:07,0.95,150.98,HR Manager
EMP00171,First Week Check-in,2021-02-17 03:17:38,1.79,94.33,HR Manager
EMP00171,Introduction Session,2021-02-28 03:17:38,1.71,445.69,HR Manager
EMP00171,Complete Documentation,2021-03-09 10:17:38,1.36,270.36,New Hire
EMP00171,IT Setup,2021-03-11 13:17:38,1.04,296.57,IT Staff
EMP00171,Training Module 1,2021-03-20 18:17:38,1.65,378.3,New Hire
EMP00171,Training Module 2,2021-04-04 23:17:38,1.6,182.05,New Hire
EMP00171,Welcome Package Distribution,2021-04-17 01:17:38,1.02,83.2,HR Manager
EMP00171,Feedback Collection,2021-04-20 11:17:38,0.45,145.11,HR Manager
EMP00172,First Week Check-in,2021-03-15 22:58:47,0.92,220.55,HR Manager
EMP00172,Introduction Session,2021-03-26 03:58:47,1.91,312.48,HR Manager
EMP00172,Complete Documentation,2021-04-04 15:58:47,0.68,445.4,New Hire
EMP00172,IT Setup,2021-04-16 17:58:47,0.89,341.38,IT Staff
EMP00172,Training Module 1,2021-04-19 05:58:47,0.78,496.29,New Hire
EMP00172,Training Module 2,2021-04-28 05:58:47,1.05,226.32,New Hire
EMP00172,Welcome Package Distribution,2021-05-09 08:58:47,0.77,205.48,HR Manager
EMP00172,Feedback Collection,2021-05-12 16:58:47,2.0,58.78,HR Manager
EMP00173,First Week Check-in,2021-11-05 23:22:14,1.29,203.28,HR Manager
EMP00173,Introduction Session,2021-11-07 08:22:14,0.12,89.78,HR Manager
EMP00173,Complete Documentation,2021-11-12 11:22:14,0.22,322.61,New Hire
EMP00173,IT Setup,2021-11-22 17:22:14,0.29,193.24,IT Staff
EMP00173,Training Module 1,2021-11-28 05:22:14,0.19,242.35,New Hire
EMP00173,Training Module 2,2021-12-13 12:22:14,0.93,487.9,New Hire
EMP00173,Welcome Package Distribution,2021-12-19 21:22:14,1.72,428.58,HR Manager
EMP00173,Feedback Collection,2021-12-29 23:22:14,0.92,133.09,HR Manager
EMP00174,First Week Check-in,2021-07-06 21:14:09,1.48,234.75,HR Manager
EMP00174,Introduction Session,2021-07-15 22:14:09,0.46,374.39,HR Manager
EMP00174,Complete Documentation,2021-07-24 09:14:09,1.91,114.99,New Hire
EMP00174,IT Setup,2021-07-26 20:14:09,1.46,376.32,IT Staff
EMP00174,Training Module 1,2021-08-10 08:14:09,0.16,412.76,New Hire
EMP00174,Training Module 2,2021-08-24 20:14:09,1.18,473.57,New Hire
EMP00174,Welcome Package Distribution,2021-08-28 23:14:09,0.9,444.49,HR Manager
EMP00174,Feedback Collection,2021-09-07 07:14:09,1.5,141.3,HR Manager
EMP00175,First Week Check-in,2021-12-27 01:44:21,0.44,412.69,HR Manager
EMP00175,Introduction Session,2021-12-29 12:44:21,0.95,191.44,HR Manager
EMP00175,Complete Documentation,2022-01-06 00:44:21,1.94,240.21,New Hire
