event_id,object_id,object_type,activity,timestamp,actor,event_type,department,related_objects,co2_impact,activity_cost
EV_01083,EMP0181,Employee,Complete Documentation,2024-11-28 21:58:03,HR_Officer_1,Document.Processed,Sales,DocumentPackage:DOC_EMP0181,1.62,156.07
EV_01084,EMP0181,Employee,IT Setup,2024-12-04 02:58:03,IT_Tech3,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0181|Equipment:PHONE_EMP0181|Equipment:MONITOR_EMP0181,1.03,141.41
EV_01085,EMP0181,Employee,Training Module 1,2024-12-08 11:58:03,Trainer_C,Training.Session,Sales,TrainingModule:MOD_001,0.2,389.72
EV_01086,EMP0181,Employee,Training Module 2,2024-12-11 21:58:03,Trainer_B,Training.Session,Sales,TrainingModule:MOD_002,1.56,180.14
EV_01087,EMP0182,Employee,First Week Check-in,2021-06-20 17:03:07,Trainer_A,Employee.FirstWeekMeeting,HR,Department:HR,0.13,75.73
EV_01088,EMP0182,Employee,Introduction Session,2021-07-02 02:03:07,Trainer_A,Employee.Onboarding.Introduction,HR,Department:HR,0.27,87.85
EV_01089,EMP0182,Employee,Complete Documentation,2021-07-04 05:03:07,HR_Officer_1,Document.Processed,HR,DocumentPackage:DOC_EMP0182,1.78,377.05
EV_01090,EMP0182,Employee,IT Setup,2021-07-09 17:03:07,IT_Tech1,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0182|Equipment:PHONE_EMP0182|Equipment:MONITOR_EMP0182,0.43,308.92
EV_01091,EMP0182,Employee,Training Module 1,2021-07-24 00:03:07,Trainer_C,Training.Session,HR,TrainingModule:MOD_001,0.41,362.19
EV_01092,EMP0182,Employee,Training Module 2,2021-07-29 07:03:07,Trainer_B,Training.Session,HR,TrainingModule:MOD_002,1.3,51.21
EV_01093,EMP0183,Employee,First Week Check-in,2021-01-22 09:57:19,Trainer_C,Employee.FirstWeekMeeting,Finance,Department:Finance,1.82,175.79
EV_01094,EMP0183,Employee,Introduction Session,2021-01-24 14:57:19,Trainer_A,Employee.Onboarding.Introduction,Finance,Department:Finance,0.19,415.82
EV_01095,EMP0183,Employee,Complete Documentation,2021-01-26 19:57:19,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0183,0.7,277.9
EV_01096,EMP0183,Employee,IT Setup,2021-02-01 19:57:19,IT_Tech2,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0183|Equipment:PHONE_EMP0183|Equipment:MONITOR_EMP0183,0.88,314.78
EV_01097,EMP0183,Employee,Training Module 1,2021-02-11 07:57:19,Trainer_A,Training.Session,Finance,TrainingModule:MOD_001,0.3,321.28
EV_01098,EMP0183,Employee,Training Module 2,2021-02-13 11:57:19,Trainer_B,Training.Session,Finance,TrainingModule:MOD_002,0.34,465.31
EV_01099,EMP0184,Employee,First Week Check-in,2023-05-14 17:13:11,Trainer_D,Employee.FirstWeekMeeting,Operations,Department:Operations,1.86,472.52
EV_01100,EMP0184,Employee,Introduction Session,2023-05-20 22:13:11,Trainer_A,Employee.Onboarding.Introduction,Operations,Department:Operations,0.49,413.42
EV_01101,EMP0184,Employee,Complete Documentation,2023-05-30 03:13:11,HR_Officer_1,Document.Processed,Operations,DocumentPackage:DOC_EMP0184,1.28,135.73
EV_01102,EMP0184,Employee,IT Setup,2023-06-07 08:13:11,IT_Tech2,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0184|Equipment:PHONE_EMP0184|Equipment:MONITOR_EMP0184,0.28,286.78
EV_01103,EMP0184,Employee,Training Module 1,2023-06-10 08:13:11,Trainer_D,Training.Session,Operations,TrainingModule:MOD_001,1.52,204.85
EV_01104,EMP0184,Employee,Training Module 2,2023-06-20 10:13:11,Trainer_C,Training.Session,Operations,TrainingModule:MOD_002,0.52,90.31
EV_01105,EMP0185,Employee,First Week Check-in,2023-01-18 17:36:59,Trainer_A,Employee.FirstWeekMeeting,Engineering,Department:Engineering,1.26,273.74
EV_01106,EMP0185,Employee,Introduction Session,2023-01-20 00:36:59,Trainer_D,Employee.Onboarding.Introduction,Engineering,Department:Engineering,0.3,188.83
EV_01107,EMP0185,Employee,Complete Documentation,2023-01-24 09:36:59,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0185,1.38,442.34
EV_01108,EMP0185,Employee,IT Setup,2023-02-02 15:36:59,IT_Tech3,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0185|Equipment:PHONE_EMP0185|Equipment:MONITOR_EMP0185,0.24,73.36
EV_01109,EMP0185,Employee,Training Module 1,2023-02-12 23:36:59,Trainer_A,Training.Session,Engineering,TrainingModule:MOD_001,1.35,348.17
EV_01110,EMP0185,Employee,Training Module 2,2023-02-22 05:36:59,Trainer_C,Training.Session,Engineering,TrainingModule:MOD_002,0.77,345.41
EV_01111,EMP0186,Employee,First Week Check-in,2023-09-03 20:49:00,Trainer_D,Employee.FirstWeekMeeting,Sales,Department:Sales,0.17,114.85
EV_01112,EMP0186,Employee,Introduction Session,2023-09-14 08:49:00,Trainer_A,Employee.Onboarding.Introduction,Sales,Department:Sales,1.67,246.51
EV_01113,EMP0186,Employee,Complete Documentation,2023-09-24 09:49:00,HR_Officer_1,Document.Processed,Sales,DocumentPackage:DOC_EMP0186,0.88,417.48
EV_01114,EMP0186,Employee,IT Setup,2023-10-02 13:49:00,IT_Tech2,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0186|Equipment:PHONE_EMP0186|Equipment:MONITOR_EMP0186,1.09,163.49
EV_01115,EMP0186,Employee,Training Module 1,2023-10-17 00:49:00,Trainer_D,Training.Session,Sales,TrainingModule:MOD_001,1.8,90.49
EV_01116,EMP0186,Employee,Training Module 2,2023-10-28 03:49:00,Trainer_D,Training.Session,Sales,TrainingModule:MOD_002,0.82,108.28
EV_01117,EMP0187,Employee,First Week Check-in,2023-05-10 11:42:35,Trainer_A,Employee.FirstWeekMeeting,HR,Department:HR,1.0,384.11
EV_01118,EMP0187,Employee,Introduction Session,2023-05-11 11:42:35,Trainer_D,Employee.Onboarding.Introduction,HR,Department:HR,1.96,421.15
EV_01119,EMP0187,Employee,Complete Documentation,2023-05-15 14:42:35,HR_Officer_2,Document.Processed,HR,DocumentPackage:DOC_EMP0187,1.47,113.7
EV_01120,EMP0187,Employee,IT Setup,2023-05-19 21:42:35,IT_Tech1,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0187|Equipment:PHONE_EMP0187|Equipment:MONITOR_EMP0187,1.36,446.8
EV_01121,EMP0187,Employee,Training Module 1,2023-05-21 04:42:35,Trainer_A,Training.Session,HR,TrainingModule:MOD_001,0.54,329.73
EV_01122,EMP0187,Employee,Training Module 2,2023-05-30 10:42:35,Trainer_C,Training.Session,HR,TrainingModule:MOD_002,1.6,202.83
EV_01123,EMP0188,Employee,First Week Check-in,2023-12-20 01:12:26,Trainer_B,Employee.FirstWeekMeeting,Finance,Department:Finance,1.75,51.29
EV_01124,EMP0188,Employee,Introduction Session,2023-12-26 02:12:26,Trainer_A,Employee.Onboarding.Introduction,Finance,Department:Finance,0.87,417.89
EV_01125,EMP0188,Employee,Complete Documentation,2023-12-30 02:12:26,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0188,0.21,143.73
EV_01126,EMP0188,Employee,IT Setup,2024-01-03 10:12:26,IT_Tech2,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0188|Equipment:PHONE_EMP0188|Equipment:MONITOR_EMP0188,1.44,113.4
EV_01127,EMP0188,Employee,Training Module 1,2024-01-07 19:12:26,Trainer_C,Training.Session,Finance,TrainingModule:MOD_001,1.16,204.6
EV_01128,EMP0188,Employee,Training Module 2,2024-01-16 19:12:26,Trainer_D,Training.Session,Finance,TrainingModule:MOD_002,1.65,225.05
EV_01129,EMP0189,Employee,First Week Check-in,2023-10-31 19:30:44,Trainer_C,Employee.FirstWeekMeeting,Operations,Department:Operations,1.4,228.49
EV_01130,EMP0189,Employee,Introduction Session,2023-11-14 21:30:44,Trainer_D,Employee.Onboarding.Introduction,Operations,Department:Operations,0.31,424.24
EV_01131,EMP0189,Employee,Complete Documentation,2023-11-17 21:30:44,HR_Officer_2,Document.Processed,Operations,DocumentPackage:DOC_EMP0189,1.55,259.7
EV_01132,EMP0189,Employee,IT Setup,2023-12-02 21:30:44,IT_Tech1,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0189|Equipment:PHONE_EMP0189|Equipment:MONITOR_EMP0189,1.37,494.19
EV_01133,EMP0189,Employee,Training Module 1,2023-12-04 02:30:44,Trainer_A,Training.Session,Operations,TrainingModule:MOD_001,0.37,53.39
EV_01134,EMP0189,Employee,Training Module 2,2023-12-08 14:30:44,Trainer_B,Training.Session,Operations,TrainingModule:MOD_002,1.56,455.34
EV_01135,EMP0190,Employee,First Week Check-in,2023-11-29 03:47:45,Trainer_D,Employee.FirstWeekMeeting,Engineering,Department:Engineering,0.27,410.57
EV_01136,EMP0190,Employee,Introduction Session,2023-12-10 08:47:45,Trainer_D,Employee.Onboarding.Introduction,Engineering,Department:Engineering,0.28,412.1
EV_01137,EMP0190,Employee,Complete Documentation,2023-12-13 08:47:45,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0190,0.84,225.06
EV_01138,EMP0190,Employee,IT Setup,2023-12-22 20:47:45,IT_Tech2,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0190|Equipment:PHONE_EMP0190|Equipment:MONITOR_EMP0190,0.2,300.81
EV_01139,EMP0190,Employee,Training Module 1,2023-12-28 08:47:45,Trainer_C,Training.Session,Engineering,TrainingModule:MOD_001,1.91,234.79
EV_01140,EMP0190,Employee,Training Module 2,2024-01-09 11:47:45,Trainer_D,Training.Session,Engineering,TrainingModule:MOD_002,0.26,328.26
EV_01141,EMP0191,Employee,First Week Check-in,2022-12-17 00:49:21,Trainer_D,Employee.FirstWeekMeeting,Sales,Department:Sales,1.26,205.35
EV_01142,EMP0191,Employee,Introduction Session,2022-12-30 04:49:21,Trainer_D,Employee.Onboarding.Introduction,Sales,Department:Sales,1.88,303.59
EV_01143,EMP0191,Employee,Complete Documentation,2023-01-04 06:49:21,HR_Officer_1,Document.Processed,Sales,DocumentPackage:DOC_EMP0191,1.43,218.29
EV_01144,EMP0191,Employee,IT Setup,2023-01-10 13:49:21,IT_Tech2,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0191|Equipment:PHONE_EMP0191|Equipment:MONITOR_EMP0191,0.25,264.84
EV_01145,EMP0191,Employee,Training Module 1,2023-01-20 15:49:21,Trainer_D,Training.Session,Sales,TrainingModule:MOD_001,0.78,436.92
EV_01146,EMP0191,Employee,Training Module 2,2023-02-01 23:49:21,Trainer_C,Training.Session,Sales,TrainingModule:MOD_002,1.33,195.75
EV_01147,EMP0192,Employee,First Week Check-in,2020-12-03 01:22:37,Trainer_C,Employee.FirstWeekMeeting,HR,Department:HR,1.31,82.85
EV_01148,EMP0192,Employee,Introduction Session,2020-12-18 13:22:37,Trainer_C,Employee.Onboarding.Introduction,HR,Department:HR,1.77,172.89
EV_01149,EMP0192,Employee,Complete Documentation,2020-12-31 16:22:37,HR_Officer_1,Document.Processed,HR,DocumentPackage:DOC_EMP0192,0.1,208.93
EV_01150,EMP0192,Employee,IT Setup,2021-01-12 04:22:37,IT_Tech3,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0192|Equipment:PHONE_EMP0192|Equipment:MONITOR_EMP0192,1.24,249.38
EV_01151,EMP0192,Employee,Training Module 1,2021-01-27 06:22:37,Trainer_D,Training.Session,HR,TrainingModule:MOD_001,1.84,424.77
EV_01152,EMP0192,Employee,Training Module 2,2021-01-31 07:22:37,Trainer_A,Training.Session,HR,TrainingModule:MOD_002,0.7,480.25
EV_01153,EMP0193,Employee,First Week Check-in,2024-06-06 22:37:03,Trainer_A,Employee.FirstWeekMeeting,Finance,Department:Finance,1.4,89.94
EV_01154,EMP0193,Employee,Introduction Session,2024-06-22 02:37:03,Trainer_A,Employee.Onboarding.Introduction,Finance,Department:Finance,0.66,453.62
EV_01155,EMP0193,Employee,Complete Documentation,2024-07-07 10:37:03,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0193,1.25,103.85
EV_01156,EMP0193,Employee,IT Setup,2024-07-14 18:37:03,IT_Tech2,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0193|Equipment:PHONE_EMP0193|Equipment:MONITOR_EMP0193,0.84,88.93
EV_01157,EMP0193,Employee,Training Module 1,2024-07-28 05:37:03,Trainer_A,Training.Session,Finance,TrainingModule:MOD_001,0.14,347.96
EV_01158,EMP0193,Employee,Training Module 2,2024-08-12 05:37:03,Trainer_C,Training.Session,Finance,TrainingModule:MOD_002,0.76,118.28
EV_01159,EMP0194,Employee,First Week Check-in,2024-07-16 12:59:10,Trainer_B,Employee.FirstWeekMeeting,Operations,Department:Operations,1.1,425.94
EV_01160,EMP0194,Employee,Introduction Session,2024-07-22 15:59:10,Trainer_A,Employee.Onboarding.Introduction,Operations,Department:Operations,0.12,61.11
EV_01161,EMP0194,Employee,Complete Documentation,2024-08-02 03:59:10,HR_Officer_2,Document.Processed,Operations,DocumentPackage:DOC_EMP0194,0.46,282.31
EV_01162,EMP0194,Employee,IT Setup,2024-08-07 13:59:10,IT_Tech3,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0194|Equipment:PHONE_EMP0194|Equipment:MONITOR_EMP0194,0.85,476.57
EV_01163,EMP0194,Employee,Training Module 1,2024-08-19 17:59:10,Trainer_A,Training.Session,Operations,TrainingModule:MOD_001,0.61,156.11
EV_01164,EMP0194,Employee,Training Module 2,2024-09-02 23:59:10,Trainer_D,Training.Session,Operations,TrainingModule:MOD_002,1.97,496.55
EV_01165,EMP0195,Employee,First Week Check-in,2024-11-08 20:15:38,Trainer_C,Employee.FirstWeekMeeting,Engineering,Department:Engineering,0.47,124.44
EV_01166,EMP0195,Employee,Introduction Session,2024-11-15 02:15:38,Trainer_D,Employee.Onboarding.Introduction,Engineering,Department:Engineering,1.4,438.55
EV_01167,EMP0195,Employee,Complete Documentation,2024-11-25 07:15:38,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0195,0.31,477.91
EV_01168,EMP0195,Employee,IT Setup,2024-12-02 07:15:38,IT_Tech2,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0195|Equipment:PHONE_EMP0195|Equipment:MONITOR_EMP0195,0.88,356.92
EV_01169,EMP0195,Employee,Training Module 1,2024-12-10 11:15:38,Trainer_C,Training.Session,Engineering,TrainingModule:MOD_001,1.44,412.91
EV_01170,EMP0195,Employee,Training Module 2,2024-12-18 18:15:38,Trainer_C,Training.Session,Engineering,TrainingModule:MOD_002,1.88,292.89
EV_01171,EMP0196,Employee,First Week Check-in,2024-06-01 10:39:53,Trainer_A,Employee.FirstWeekMeeting,Sales,Department:Sales,0.33,164.25
EV_01172,EMP0196,Employee,Introduction Session,2024-06-11 14:39:53,Trainer_B,Employee.Onboarding.Introduction,Sales,Department:Sales,0.21,418.21
EV_01173,EMP0196,Employee,Complete Documentation,2024-06-24 17:39:53,HR_Officer_1,Document.Processed,Sales,DocumentPackage:DOC_EMP0196,0.3,435.52
EV_01174,EMP0196,Employee,IT Setup,2024-07-08 21:39:53,IT_Tech3,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0196|Equipment:PHONE_EMP0196|Equipment:MONITOR_EMP0196,1.68,158.63
EV_01175,EMP0196,Employee,Training Module 1,2024-07-18 00:39:53,Trainer_D,Training.Session,Sales,TrainingModule:MOD_001,1.84,382.17
EV_01176,EMP0196,Employee,Training Module 2,2024-08-02 03:39:53,Trainer_B,Training.Session,Sales,TrainingModule:MOD_002,1.21,64.59
EV_01177,EMP0197,Employee,First Week Check-in,2023-12-30 01:49:32,Trainer_A,Employee.FirstWeekMeeting,HR,Department:HR,1.11,316.07
EV_01178,EMP0197,Employee,Introduction Session,2023-12-31 09:49:32,Trainer_C,Employee.Onboarding.Introduction,HR,Department:HR,0.43,135.09
EV_01179,EMP0197,Employee,Complete Documentation,2024-01-15 21:49:32,HR_Officer_2,Document.Processed,HR,DocumentPackage:DOC_EMP0197,0.29,407.83
EV_01180,EMP0197,Employee,IT Setup,2024-01-21 07:49:32,IT_Tech1,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0197|Equipment:PHONE_EMP0197|Equipment:MONITOR_EMP0197,0.39,168.92
EV_01181,EMP0197,Employee,Training Module 1,2024-02-02 10:49:32,Trainer_C,Training.Session,HR,TrainingModule:MOD_001,0.51,459.08
EV_01182,EMP0197,Employee,Training Module 2,2024-02-03 19:49:32,Trainer_B,Training.Session,HR,TrainingModule:MOD_002,1.89,176.04
EV_01183,EMP0198,Employee,First Week Check-in,2024-03-25 16:07:22,Trainer_D,Employee.FirstWeekMeeting,Finance,Department:Finance,0.51,393.09
EV_01184,EMP0198,Employee,Introduction Session,2024-04-09 23:07:22,Trainer_A,Employee.Onboarding.Introduction,Finance,Department:Finance,0.77,295.32
EV_01185,EMP0198,Employee,Complete Documentation,2024-04-24 01:07:22,HR_Officer_2,Document.Processed,Finance,DocumentPackage:DOC_EMP0198,0.87,254.68
EV_01186,EMP0198,Employee,IT Setup,2024-05-08 06:07:22,IT_Tech1,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0198|Equipment:PHONE_EMP0198|Equipment:MONITOR_EMP0198,0.4,470.08
EV_01187,EMP0198,Employee,Training Module 1,2024-05-15 12:07:22,Trainer_B,Training.Session,Finance,TrainingModule:MOD_001,0.45,74.56
EV_01188,EMP0198,Employee,Training Module 2,2024-05-18 17:07:22,Trainer_C,Training.Session,Finance,TrainingModule:MOD_002,0.11,250.17
EV_01189,EMP0199,Employee,First Week Check-in,2020-06-23 21:58:01,Trainer_C,Employee.FirstWeekMeeting,Operations,Department:Operations,0.14,127.52
EV_01190,EMP0199,Employee,Introduction Session,2020-07-01 00:58:01,Trainer_C,Employee.Onboarding.Introduction,Operations,Department:Operations,0.25,259.75
EV_01191,EMP0199,Employee,Complete Documentation,2020-07-09 03:58:01,HR_Officer_2,Document.Processed,Operations,DocumentPackage:DOC_EMP0199,0.81,353.94
EV_01192,EMP0199,Employee,IT Setup,2020-07-13 10:58:01,IT_Tech1,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0199|Equipment:PHONE_EMP0199|Equipment:MONITOR_EMP0199,0.82,441.61
EV_01193,EMP0199,Employee,Training Module 1,2020-07-23 13:58:01,Trainer_B,Training.Session,Operations,TrainingModule:MOD_001,1.11,253.38
EV_01194,EMP0199,Employee,Training Module 2,2020-07-28 16:58:01,Trainer_B,Training.Session,Operations,TrainingModule:MOD_002,1.18,158.8
EV_01195,EMP0200,Employee,First Week Check-in,2022-07-04 13:21:39,Trainer_D,Employee.FirstWeekMeeting,Engineering,Department:Engineering,1.64,162.01
EV_01196,EMP0200,Employee,Introduction Session,2022-07-05 23:21:39,Trainer_A,Employee.Onboarding.Introduction,Engineering,Department:Engineering,1.65,336.9
EV_01197,EMP0200,Employee,Complete Documentation,2022-07-10 02:21:39,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0200,1.68,291.39
EV_01198,EMP0200,Employee,IT Setup,2022-07-12 02:21:39,IT_Tech3,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0200|Equipment:PHONE_EMP0200|Equipment:MONITOR_EMP0200,0.95,416.6
EV_01199,EMP0200,Employee,Training Module 1,2022-07-14 03:21:39,Trainer_A,Training.Session,Engineering,TrainingModule:MOD_001,0.57,445.4
EV_01200,EMP0200,Employee,Training Module 2,2022-07-15 13:21:39,Trainer_A,Training.Session,Engineering,TrainingModule:MOD_002,0.65,70.11
EV_01201,EMP0201,Employee,First Week Check-in,2024-03-07 22:27:16,Trainer_B,Employee.FirstWeekMeeting,Sales,Department:Sales,0.77,108.99
EV_01202,EMP0201,Employee,Introduction Session,2024-03-12 06:27:16,Trainer_D,Employee.Onboarding.Introduction,Sales,Department:Sales,0.89,70.71
EV_01203,EMP0201,Employee,Complete Documentation,2024-03-27 15:27:16,HR_Officer_2,Document.Processed,Sales,DocumentPackage:DOC_EMP0201,1.97,141.65
EV_01204,EMP0201,Employee,IT Setup,2024-03-30 03:27:16,IT_Tech2,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0201|Equipment:PHONE_EMP0201|Equipment:MONITOR_EMP0201,0.6,404.61
EV_01205,EMP0201,Employee,Training Module 1,2024-04-01 03:27:16,Trainer_C,Training.Session,Sales,TrainingModule:MOD_001,1.04,425.52
EV_01206,EMP0201,Employee,Training Module 2,2024-04-10 13:27:16,Trainer_B,Training.Session,Sales,TrainingModule:MOD_002,0.57,165.45
EV_01207,EMP0202,Employee,First Week Check-in,2023-01-04 21:54:43,Trainer_C,Employee.FirstWeekMeeting,HR,Department:HR,1.71,228.82
EV_01208,EMP0202,Employee,Introduction Session,2023-01-08 21:54:43,Trainer_C,Employee.Onboarding.Introduction,HR,Department:HR,1.86,494.74
EV_01209,EMP0202,Employee,Complete Documentation,2023-01-19 09:54:43,HR_Officer_2,Document.Processed,HR,DocumentPackage:DOC_EMP0202,1.03,352.06
EV_01210,EMP0202,Employee,IT Setup,2023-01-31 12:54:43,IT_Tech3,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0202|Equipment:PHONE_EMP0202|Equipment:MONITOR_EMP0202,0.85,140.38
EV_01211,EMP0202,Employee,Training Module 1,2023-02-06 21:54:43,Trainer_A,Training.Session,HR,TrainingModule:MOD_001,0.34,134.87
EV_01212,EMP0202,Employee,Training Module 2,2023-02-22 01:54:43,Trainer_A,Training.Session,HR,TrainingModule:MOD_002,0.34,353.55
EV_01213,EMP0203,Employee,First Week Check-in,2021-07-04 15:31:19,Trainer_B,Employee.FirstWeekMeeting,Finance,Department:Finance,0.13,156.62
EV_01214,EMP0203,Employee,Introduction Session,2021-07-07 23:31:19,Trainer_B,Employee.Onboarding.Introduction,Finance,Department:Finance,0.99,141.08
EV_01215,EMP0203,Employee,Complete Documentation,2021-07-22 10:31:19,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0203,1.26,497.67
EV_01216,EMP0203,Employee,IT Setup,2021-08-06 22:31:19,IT_Tech3,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0203|Equipment:PHONE_EMP0203|Equipment:MONITOR_EMP0203,0.74,323.55
EV_01217,EMP0203,Employee,Training Module 1,2021-08-14 04:31:19,Trainer_A,Training.Session,Finance,TrainingModule:MOD_001,0.44,383.87
EV_01218,EMP0203,Employee,Training Module 2,2021-08-29 14:31:19,Trainer_C,Training.Session,Finance,TrainingModule:MOD_002,1.7,425.85
EV_01219,EMP0204,Employee,First Week Check-in,2020-07-27 21:37:05,Trainer_D,Employee.FirstWeekMeeting,Operations,Department:Operations,1.95,401.19
EV_01220,EMP0204,Employee,Introduction Session,2020-08-08 22:37:05,Trainer_D,Employee.Onboarding.Introduction,Operations,Department:Operations,1.66,429.97
EV_01221,EMP0204,Employee,Complete Documentation,2020-08-23 05:37:05,HR_Officer_2,Document.Processed,Operations,DocumentPackage:DOC_EMP0204,1.68,190.07
EV_01222,EMP0204,Employee,IT Setup,2020-09-05 05:37:05,IT_Tech3,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0204|Equipment:PHONE_EMP0204|Equipment:MONITOR_EMP0204,1.85,332.64
EV_01223,EMP0204,Employee,Training Module 1,2020-09-12 09:37:05,Trainer_D,Training.Session,Operations,TrainingModule:MOD_001,0.63,112.59
EV_01224,EMP0204,Employee,Training Module 2,2020-09-26 21:37:05,Trainer_D,Training.Session,Operations,TrainingModule:MOD_002,0.98,172.78
EV_01225,EMP0205,Employee,First Week Check-in,2021-12-14 01:01:09,Trainer_C,Employee.FirstWeekMeeting,Engineering,Department:Engineering,1.2,460.12
EV_01226,EMP0205,Employee,Introduction Session,2021-12-19 04:01:09,Trainer_B,Employee.Onboarding.Introduction,Engineering,Department:Engineering,1.87,82.18
EV_01227,EMP0205,Employee,Complete Documentation,2021-12-28 14:01:09,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0205,0.26,139.13
EV_01228,EMP0205,Employee,IT Setup,2022-01-03 00:01:09,IT_Tech2,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0205|Equipment:PHONE_EMP0205|Equipment:MONITOR_EMP0205,1.67,128.47
EV_01229,EMP0205,Employee,Training Module 1,2022-01-04 07:01:09,Trainer_D,Training.Session,Engineering,TrainingModule:MOD_001,0.16,250.46
EV_01230,EMP0205,Employee,Training Module 2,2022-01-07 14:01:09,Trainer_A,Training.Session,Engineering,TrainingModule:MOD_002,0.77,76.06
EV_01231,EMP0206,Employee,First Week Check-in,2020-09-29 03:39:23,Trainer_C,Employee.FirstWeekMeeting,Sales,Department:Sales,0.57,280.06
EV_01232,EMP0206,Employee,Introduction Session,2020-10-11 08:39:23,Trainer_D,Employee.Onboarding.Introduction,Sales,Department:Sales,1.7,375.48
EV_01233,EMP0206,Employee,Complete Documentation,2020-10-17 16:39:23,HR_Officer_2,Document.Processed,Sales,DocumentPackage:DOC_EMP0206,0.17,133.75
EV_01234,EMP0206,Employee,IT Setup,2020-10-23 23:39:23,IT_Tech1,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0206|Equipment:PHONE_EMP0206|Equipment:MONITOR_EMP0206,1.11,211.99
EV_01235,EMP0206,Employee,Training Module 1,2020-11-01 06:39:23,Trainer_B,Training.Session,Sales,TrainingModule:MOD_001,1.64,162.24
EV_01236,EMP0206,Employee,Training Module 2,2020-11-14 07:39:23,Trainer_D,Training.Session,Sales,TrainingModule:MOD_002,0.2,300.47
EV_01237,EMP0207,Employee,First Week Check-in,2022-03-16 18:58:21,Trainer_A,Employee.FirstWeekMeeting,HR,Department:HR,0.89,372.87
EV_01238,EMP0207,Employee,Introduction Session,2022-03-19 18:58:21,Trainer_A,Employee.Onboarding.Introduction,HR,Department:HR,1.42,108.06
EV_01239,EMP0207,Employee,Complete Documentation,2022-04-01 06:58:21,HR_Officer_1,Document.Processed,HR,DocumentPackage:DOC_EMP0207,1.66,353.81
EV_01240,EMP0207,Employee,IT Setup,2022-04-07 11:58:21,IT_Tech2,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0207|Equipment:PHONE_EMP0207|Equipment:MONITOR_EMP0207,0.96,266.59
EV_01241,EMP0207,Employee,Training Module 1,2022-04-16 20:58:21,Trainer_B,Training.Session,HR,TrainingModule:MOD_001,0.93,235.35
EV_01242,EMP0207,Employee,Training Module 2,2022-04-29 04:58:21,Trainer_B,Training.Session,HR,TrainingModule:MOD_002,1.16,409.69
EV_01243,EMP0208,Employee,First Week Check-in,2021-07-15 13:53:08,Trainer_C,Employee.FirstWeekMeeting,Finance,Department:Finance,0.66,474.41
EV_01244,EMP0208,Employee,Introduction Session,2021-07-16 16:53:08,Trainer_C,Employee.Onboarding.Introduction,Finance,Department:Finance,0.12,356.11
EV_01245,EMP0208,Employee,Complete Documentation,2021-07-23 16:53:08,HR_Officer_2,Document.Processed,Finance,DocumentPackage:DOC_EMP0208,1.91,494.31
EV_01246,EMP0208,Employee,IT Setup,2021-08-06 02:53:08,IT_Tech1,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0208|Equipment:PHONE_EMP0208|Equipment:MONITOR_EMP0208,1.61,86.52
EV_01247,EMP0208,Employee,Training Module 1,2021-08-15 09:53:08,Trainer_A,Training.Session,Finance,TrainingModule:MOD_001,1.42,369.54
EV_01248,EMP0208,Employee,Training Module 2,2021-08-24 13:53:08,Trainer_D,Training.Session,Finance,TrainingModule:MOD_002,1.78,397.59
