Case_ID,Activity,Timestamp,CO2_Impact,Activity_Cost
EMP00200,Training Module 2,2021-09-04 20:05:58,1.09,308.72
EMP00200,Welcome Package Distribution,2021-09-07 05:05:58,0.38,224.15
EMP00200,Feedback Collection,2021-09-16 07:05:58,0.27,442.53
EMP00201,First Week Check-in,2021-01-27 05:31:57,0.16,358.69
EMP00201,Introduction Session,2021-02-03 14:31:57,0.73,375.77
EMP00201,Complete Documentation,2021-02-15 21:31:57,1.09,395.53
EMP00201,IT Setup,2021-02-23 05:31:57,1.17,417.82
EMP00201,Training Module 1,2021-03-06 08:31:57,0.75,366.69
EMP00201,Training Module 2,2021-03-20 08:31:57,0.53,205.08
EMP00201,Welcome Package Distribution,2021-03-27 15:31:57,1.01,356.61
EMP00201,Feedback Collection,2021-03-31 03:31:57,1.1,137.46
EMP00202,First Week Check-in,2021-06-24 00:51:19,0.92,223.94
EMP00202,Introduction Session,2021-07-06 02:51:19,1.6,60.37
EMP00202,Complete Documentation,2021-07-08 05:51:19,0.75,160.15
EMP00202,IT Setup,2021-07-17 07:51:19,0.68,149.82
EMP00202,Training Module 1,2021-07-29 07:51:19,0.36,450.14
EMP00202,Training Module 2,2021-08-08 19:51:19,1.29,331.16
EMP00202,Welcome Package Distribution,2021-08-23 22:51:19,0.19,491.79
EMP00202,Feedback Collection,2021-08-27 05:51:19,0.27,167.94
EMP00203,First Week Check-in,2021-07-30 06:35:07,0.45,288.76
EMP00203,Introduction Session,2021-08-08 15:35:07,1.13,432.44
EMP00203,Complete Documentation,2021-08-23 15:35:07,0.15,249.92
EMP00203,IT Setup,2021-09-04 00:35:07,1.66,491.63
EMP00203,Training Module 1,2021-09-10 02:35:07,0.22,289.86
EMP00203,Training Module 2,2021-09-25 02:35:07,0.53,297.64
EMP00203,Welcome Package Distribution,2021-10-05 12:35:07,0.33,119.14
EMP00203,Feedback Collection,2021-10-10 22:35:07,1.01,309.4
EMP00204,First Week Check-in,2021-10-09 17:45:41,1.11,322.63
EMP00204,Introduction Session,2021-10-14 22:45:41,0.15,378.84
EMP00204,Complete Documentation,2021-10-29 22:45:41,1.14,141.45
EMP00204,IT Setup,2021-11-11 04:45:41,1.69,420.56
EMP00204,Training Module 1,2021-11-16 08:45:41,1.55,159.03
EMP00204,Training Module 2,2021-11-17 16:45:41,0.93,408.25
EMP00204,Welcome Package Distribution,2021-11-28 23:45:41,1.52,356.48
EMP00204,Feedback Collection,2021-12-14 08:45:41,0.75,226.97
EMP00205,First Week Check-in,2021-10-08 16:03:35,0.82,257.81
EMP00205,Introduction Session,2021-10-19 04:03:35,0.55,338.3
EMP00205,Complete Documentation,2021-10-30 13:03:35,0.42,431.04
EMP00205,IT Setup,2021-10-31 17:03:35,0.39,160.65
EMP00205,Training Module 1,2021-11-14 21:03:35,1.41,213.0
EMP00205,Training Module 2,2021-11-25 05:03:35,0.79,447.11
EMP00205,Welcome Package Distribution,2021-12-03 14:03:35,1.99,273.09
EMP00205,Feedback Collection,2021-12-14 19:03:35,1.5,112.07
EMP00206,First Week Check-in,2021-07-23 16:43:05,0.54,289.77
EMP00206,Introduction Session,2021-07-26 21:43:05,1.34,253.38
EMP00206,Complete Documentation,2021-08-10 21:43:05,0.39,407.4
EMP00206,IT Setup,2021-08-11 21:43:05,1.26,139.16
EMP00206,Training Module 1,2021-08-13 22:43:05,0.54,216.31
EMP00206,Training Module 2,2021-08-23 23:43:05,1.25,234.42
EMP00206,Welcome Package Distribution,2021-09-06 06:43:05,1.67,104.22
EMP00206,Feedback Collection,2021-09-15 13:43:05,0.36,458.94
EMP00207,First Week Check-in,2021-07-07 15:52:25,1.25,91.34
EMP00207,Introduction Session,2021-07-17 18:52:25,0.51,235.51
EMP00207,Complete Documentation,2021-07-24 06:52:25,0.43,429.19
EMP00207,IT Setup,2021-07-31 08:52:25,0.44,129.92
EMP00207,Training Module 1,2021-08-09 16:52:25,1.72,323.67
EMP00207,Training Module 2,2021-08-18 00:52:25,0.86,163.01
EMP00207,Welcome Package Distribution,2021-08-22 10:52:25,0.7,81.12
EMP00207,Feedback Collection,2021-08-29 14:52:25,1.09,435.29
EMP00208,First Week Check-in,2021-12-25 23:35:06,2.0,261.25
EMP00208,Introduction Session,2021-12-27 05:35:06,1.0,108.7
EMP00208,Complete Documentation,2021-12-29 12:35:06,1.72,311.08
EMP00208,IT Setup,2022-01-12 00:35:06,0.62,414.35
EMP00208,Training Module 1,2022-01-21 12:35:06,0.49,385.13
EMP00208,Training Module 2,2022-02-03 16:35:06,0.94,452.55
EMP00208,Welcome Package Distribution,2022-02-08 00:35:06,1.03,482.03
EMP00208,Feedback Collection,2022-02-16 11:35:06,0.35,377.88
EMP00209,First Week Check-in,2021-10-13 16:03:16,1.31,305.86
EMP00209,Introduction Session,2021-10-16 04:03:16,0.12,428.02
EMP00209,Complete Documentation,2021-10-29 04:03:16,1.49,128.38
EMP00209,IT Setup,2021-11-07 07:03:16,0.69,332.35
EMP00209,Training Module 1,2021-11-12 12:03:16,1.93,90.64
EMP00209,Training Module 2,2021-11-15 18:03:16,0.9,129.84
EMP00209,Welcome Package Distribution,2021-11-18 05:03:16,1.62,177.21
EMP00209,Feedback Collection,2021-11-21 07:03:16,0.91,288.96
EMP00210,First Week Check-in,2021-08-15 03:58:05,0.82,297.04
EMP00210,Introduction Session,2021-08-30 06:58:05,1.88,242.35
EMP00210,Complete Documentation,2021-09-13 09:58:05,0.62,390.99
EMP00210,IT Setup,2021-09-27 19:58:05,0.82,333.59
EMP00210,Training Module 1,2021-10-09 05:58:05,1.55,394.74
EMP00210,Training Module 2,2021-10-14 09:58:05,0.48,343.86
EMP00210,Welcome Package Distribution,2021-10-28 18:58:05,1.89,479.84
EMP00210,Feedback Collection,2021-10-29 19:58:05,1.48,445.67
EMP00211,First Week Check-in,2021-10-18 01:39:31,0.82,90.56
EMP00211,Introduction Session,2021-10-23 04:39:31,1.36,400.12
EMP00211,Complete Documentation,2021-10-26 15:39:31,1.79,450.82
EMP00211,IT Setup,2021-11-05 00:39:31,1.82,58.72
EMP00211,Training Module 1,2021-11-07 03:39:31,0.14,307.41
EMP00211,Training Module 2,2021-11-10 03:39:31,0.66,229.48
EMP00211,Welcome Package Distribution,2021-11-24 15:39:31,0.63,121.26
EMP00211,Feedback Collection,2021-12-02 17:39:31,0.21,392.14
EMP00212,First Week Check-in,2021-10-28 12:18:59,1.34,231.81
EMP00212,Introduction Session,2021-11-10 12:18:59,0.26,154.99
EMP00212,Complete Documentation,2021-11-25 15:18:59,0.25,321.15
EMP00212,IT Setup,2021-12-05 22:18:59,1.81,346.43
EMP00212,Training Module 1,2021-12-14 06:18:59,1.16,397.97
EMP00212,Training Module 2,2021-12-26 06:18:59,1.81,161.25
EMP00212,Welcome Package Distribution,2022-01-04 12:18:59,1.24,407.44
EMP00212,Feedback Collection,2022-01-09 20:18:59,0.31,105.56
EMP00213,First Week Check-in,2021-09-23 03:50:09,1.09,289.73
EMP00213,Introduction Session,2021-10-01 10:50:09,1.29,373.6
EMP00213,Complete Documentation,2021-10-03 21:50:09,0.61,492.77
EMP00213,IT Setup,2021-10-08 04:50:09,0.41,230.76
EMP00213,Training Module 1,2021-10-15 05:50:09,0.89,472.9
EMP00213,Training Module 2,2021-10-22 08:50:09,0.33,242.46
EMP00213,Welcome Package Distribution,2021-10-31 20:50:09,1.15,310.83
EMP00213,Feedback Collection,2021-11-08 21:50:09,1.63,75.58
EMP00214,First Week Check-in,2021-02-06 16:13:29,0.99,392.54
EMP00214,Introduction Session,2021-02-13 16:13:29,0.12,205.51
EMP00214,Complete Documentation,2021-03-01 00:13:29,1.31,152.4
EMP00214,IT Setup,2021-03-12 11:13:29,1.91,245.32
EMP00214,Training Module 1,2021-03-18 11:13:29,1.54,68.93
EMP00214,Training Module 2,2021-03-23 13:13:29,1.25,312.57
EMP00214,Welcome Package Distribution,2021-04-05 21:13:29,1.96,296.97
EMP00214,Feedback Collection,2021-04-07 21:13:29,1.34,274.83
EMP00215,First Week Check-in,2021-12-26 20:52:19,0.32,425.68
EMP00215,Introduction Session,2022-01-07 06:52:19,0.6,60.99
EMP00215,Complete Documentation,2022-01-16 10:52:19,1.07,282.5
EMP00215,IT Setup,2022-01-30 18:52:19,1.5,122.49
EMP00215,Training Module 1,2022-02-04 00:52:19,0.36,391.19
EMP00215,Training Module 2,2022-02-15 07:52:19,1.63,112.0
EMP00215,Welcome Package Distribution,2022-02-18 09:52:19,0.38,134.22
EMP00215,Feedback Collection,2022-02-26 14:52:19,1.84,296.19
EMP00216,First Week Check-in,2021-06-23 06:56:59,1.95,253.05
EMP00216,Introduction Session,2021-07-07 15:56:59,1.1,251.32
EMP00216,Complete Documentation,2021-07-13 01:56:59,0.81,135.17
EMP00216,IT Setup,2021-07-23 03:56:59,1.11,272.78
EMP00216,Training Module 1,2021-08-02 04:56:59,0.71,82.49
EMP00216,Training Module 2,2021-08-04 08:56:59,0.83,252.43
EMP00216,Welcome Package Distribution,2021-08-08 17:56:59,0.57,159.27
EMP00216,Feedback Collection,2021-08-23 03:56:59,1.73,482.37
EMP00217,First Week Check-in,2021-01-23 01:34:47,0.13,187.44
EMP00217,Introduction Session,2021-01-28 13:34:47,0.46,153.89
EMP00217,Complete Documentation,2021-02-04 21:34:47,1.34,465.0
EMP00217,IT Setup,2021-02-06 08:34:47,0.83,405.36
EMP00217,Training Module 1,2021-02-12 17:34:47,1.92,275.49
EMP00217,Training Module 2,2021-02-22 23:34:47,1.27,155.48
EMP00217,Welcome Package Distribution,2021-03-09 01:34:47,0.93,105.42
EMP00217,Feedback Collection,2021-03-18 06:34:47,0.61,331.09
EMP00218,First Week Check-in,2021-02-23 15:48:10,1.91,196.33
EMP00218,Introduction Session,2021-02-25 03:48:10,1.37,99.52
EMP00218,Complete Documentation,2021-02-28 08:48:10,0.3,337.17
EMP00218,IT Setup,2021-03-02 18:48:10,0.46,121.55
EMP00218,Training Module 1,2021-03-11 21:48:10,0.98,133.32
EMP00218,Training Module 2,2021-03-13 01:48:10,1.38,243.53
EMP00218,Welcome Package Distribution,2021-03-28 03:48:10,0.51,282.9
EMP00218,Feedback Collection,2021-03-29 14:48:10,0.97,181.57
EMP00219,First Week Check-in,2021-06-19 14:13:23,1.16,148.02
EMP00219,Introduction Session,2021-06-22 02:13:23,0.33,58.97
EMP00219,Complete Documentation,2021-06-24 14:13:23,1.77,166.89
EMP00219,IT Setup,2021-07-08 23:13:23,1.68,101.04
EMP00219,Training Module 1,2021-07-12 06:13:23,0.84,431.82
EMP00219,Training Module 2,2021-07-25 06:13:23,0.91,182.53
EMP00219,Welcome Package Distribution,2021-07-27 11:13:23,0.79,433.26
EMP00219,Feedback Collection,2021-08-11 11:13:23,1.03,394.46
EMP00220,First Week Check-in,2021-06-25 13:10:41,1.62,174.81
EMP00220,Introduction Session,2021-07-06 01:10:41,1.19,150.57
EMP00220,Complete Documentation,2021-07-17 11:10:41,1.97,241.41
EMP00220,IT Setup,2021-08-01 19:10:41,1.8,294.83
EMP00220,Training Module 1,2021-08-08 23:10:41,1.11,398.29
EMP00220,Training Module 2,2021-08-21 11:10:41,0.26,241.74
EMP00220,Welcome Package Distribution,2021-08-24 15:10:41,0.66,361.77
EMP00220,Feedback Collection,2021-09-03 18:10:41,1.96,378.3
EMP00221,First Week Check-in,2021-06-27 12:29:35,1.85,471.58
EMP00221,Introduction Session,2021-07-09 15:29:35,0.88,270.58
EMP00221,Complete Documentation,2021-07-18 22:29:35,1.31,286.28
EMP00221,IT Setup,2021-08-03 03:29:35,1.3,66.23
EMP00221,Training Module 1,2021-08-11 15:29:35,1.31,377.69
EMP00221,Training Module 2,2021-08-21 17:29:35,1.49,279.45
EMP00221,Welcome Package Distribution,2021-09-05 19:29:35,0.78,107.3
EMP00221,Feedback Collection,2021-09-09 23:29:35,0.7,278.53
EMP00222,First Week Check-in,2021-06-15 16:39:29,1.63,360.12
EMP00222,Introduction Session,2021-06-18 01:39:29,0.57,92.61
EMP00222,Complete Documentation,2021-06-22 02:39:29,1.58,73.81
EMP00222,IT Setup,2021-06-24 07:39:29,1.71,346.21
EMP00222,Training Module 1,2021-07-03 13:39:29,0.63,214.5
EMP00222,Training Module 2,2021-07-17 14:39:29,0.66,419.69
EMP00222,Welcome Package Distribution,2021-07-18 16:39:29,0.51,218.25
EMP00222,Feedback Collection,2021-08-02 23:39:29,0.53,362.12
EMP00223,First Week Check-in,2021-12-08 04:40:03,0.16,131.79
EMP00223,Introduction Session,2021-12-13 16:40:03,0.73,249.26
EMP00223,Complete Documentation,2021-12-27 18:40:03,1.47,163.97
EMP00223,IT Setup,2022-01-08 19:40:03,0.57,129.94
EMP00223,Training Module 1,2022-01-21 00:40:03,1.13,207.86
EMP00223,Training Module 2,2022-01-31 11:40:03,0.93,482.81
EMP00223,Welcome Package Distribution,2022-02-13 15:40:03,0.69,71.39
EMP00223,Feedback Collection,2022-02-22 02:40:03,0.36,439.92
EMP00224,First Week Check-in,2021-05-16 16:24:34,0.39,335.25
EMP00224,Introduction Session,2021-05-18 00:24:34,0.28,445.68
EMP00224,Complete Documentation,2021-06-01 11:24:34,1.59,98.11
EMP00224,IT Setup,2021-06-08 16:24:34,0.38,392.87
EMP00224,Training Module 1,2021-06-20 02:24:34,0.42,495.15
EMP00224,Training Module 2,2021-06-27 10:24:34,0.52,277.4
EMP00224,Welcome Package Distribution,2021-07-04 22:24:34,0.87,84.95
EMP00224,Feedback Collection,2021-07-14 23:24:34,0.39,493.29
EMP00225,First Week Check-in,2021-10-06 18:27:45,0.91,431.95
EMP00225,Introduction Session,2021-10-07 19:27:45,1.01,457.96
EMP00225,Complete Documentation,2021-10-19 01:27:45,0.84,428.24
EMP00225,IT Setup,2021-11-03 06:27:45,1.47,454.23
EMP00225,Training Module 1,2021-11-16 17:27:45,1.3,203.84
EMP00225,Training Module 2,2021-11-28 01:27:45,1.52,180.9
EMP00225,Welcome Package Distribution,2021-11-30 09:27:45,1.46,114.21
EMP00225,Feedback Collection,2021-12-15 21:27:45,1.71,497.75
EMP00226,First Week Check-in,2021-02-18 04:44:04,0.96,255.33
EMP00226,Introduction Session,2021-03-03 10:44:04,0.96,155.03
EMP00226,Complete Documentation,2021-03-07 12:44:04,1.26,320.45
EMP00226,IT Setup,2021-03-21 12:44:04,0.4,215.37
EMP00226,Training Module 1,2021-03-22 14:44:04,0.66,333.44
EMP00226,Training Module 2,2021-04-01 20:44:04,0.38,498.49
EMP00226,Welcome Package Distribution,2021-04-02 20:44:04,1.14,382.9
EMP00226,Feedback Collection,2021-04-08 22:44:04,0.31,346.04
EMP00227,First Week Check-in,2021-02-08 12:17:17,1.63,193.33
EMP00227,Introduction Session,2021-02-15 16:17:17,1.95,248.5
EMP00227,Complete Documentation,2021-02-22 20:17:17,1.83,136.51
EMP00227,IT Setup,2021-02-25 20:17:17,0.96,487.57
EMP00227,Training Module 1,2021-02-28 06:17:17,0.49,148.22
EMP00227,Training Module 2,2021-03-14 18:17:17,1.91,349.14
EMP00227,Welcome Package Distribution,2021-03-27 23:17:17,1.37,332.72
EMP00227,Feedback Collection,2021-04-02 00:17:17,0.38,225.84
EMP00228,First Week Check-in,2021-10-26 00:26:59,1.05,106.87
EMP00228,Introduction Session,2021-11-10 08:26:59,0.84,492.09
EMP00228,Complete Documentation,2021-11-19 11:26:59,1.02,446.95
EMP00228,IT Setup,2021-11-20 23:26:59,1.39,296.59
EMP00228,Training Module 1,2021-11-26 05:26:59,0.33,166.83
EMP00228,Training Module 2,2021-12-01 13:26:59,0.15,337.27
EMP00228,Welcome Package Distribution,2021-12-03 01:26:59,0.71,446.35
EMP00228,Feedback Collection,2021-12-13 09:26:59,0.82,215.31
EMP00229,First Week Check-in,2021-04-16 18:56:34,1.55,79.87
EMP00229,Introduction Session,2021-04-24 04:56:34,1.35,476.77
EMP00229,Complete Documentation,2021-05-01 07:56:34,1.4,226.61
EMP00229,IT Setup,2021-05-13 11:56:34,1.54,244.41
EMP00229,Training Module 1,2021-05-26 22:56:34,1.9,376.55
EMP00229,Training Module 2,2021-06-06 00:56:34,0.58,457.79
EMP00229,Welcome Package Distribution,2021-06-11 08:56:34,1.12,280.99
EMP00229,Feedback Collection,2021-06-24 19:56:34,0.24,456.64
EMP00230,First Week Check-in,2021-08-04 00:48:04,1.9,339.2
EMP00230,Introduction Session,2021-08-12 05:48:04,1.8,337.62
EMP00230,Complete Documentation,2021-08-22 14:48:04,0.2,180.8
EMP00230,IT Setup,2021-08-28 23:48:04,1.41,260.28
EMP00230,Training Module 1,2021-09-11 01:48:04,0.46,210.83
EMP00230,Training Module 2,2021-09-25 04:48:04,0.69,145.72
EMP00230,Welcome Package Distribution,2021-10-07 10:48:04,1.32,385.93
EMP00230,Feedback Collection,2021-10-21 20:48:04,1.14,153.81
EMP00231,First Week Check-in,2021-11-14 05:37:58,0.54,418.73
EMP00231,Introduction Session,2021-11-29 06:37:58,0.38,348.24
EMP00231,Complete Documentation,2021-12-05 12:37:58,0.37,442.0
EMP00231,IT Setup,2021-12-12 23:37:58,0.6,114.93
EMP00231,Training Module 1,2021-12-14 23:37:58,1.72,237.35
EMP00231,Training Module 2,2021-12-23 06:37:58,0.88,352.07
EMP00231,Welcome Package Distribution,2021-12-28 13:37:58,1.66,361.24
EMP00231,Feedback Collection,2022-01-01 15:37:58,0.35,460.47
EMP00232,First Week Check-in,2021-07-17 18:13:35,0.45,193.61
EMP00232,Introduction Session,2021-07-29 00:13:35,0.91,490.11
EMP00232,Complete Documentation,2021-08-07 10:13:35,1.33,495.88
EMP00232,IT Setup,2021-08-08 16:13:35,1.98,50.74
EMP00232,Training Module 1,2021-08-19 01:13:35,1.12,365.72
EMP00232,Training Module 2,2021-08-25 02:13:35,0.15,232.8
EMP00232,Welcome Package Distribution,2021-08-28 08:13:35,0.62,301.97
EMP00232,Feedback Collection,2021-09-11 08:13:35,1.17,309.56
EMP00233,First Week Check-in,2021-12-15 16:48:03,0.78,379.32
EMP00233,Introduction Session,2021-12-30 03:48:03,1.17,401.08
EMP00233,Complete Documentation,2022-01-12 08:48:03,1.83,350.36
EMP00233,IT Setup,2022-01-23 14:48:03,0.59,94.1
EMP00233,Training Module 1,2022-01-28 21:48:03,1.33,355.12
EMP00233,Training Module 2,2022-02-04 06:48:03,1.32,176.32
EMP00233,Welcome Package Distribution,2022-02-10 15:48:03,1.99,488.1
EMP00233,Feedback Collection,2022-02-15 15:48:03,1.87,452.4
EMP00234,First Week Check-in,2021-12-02 06:51:48,0.84,85.54
EMP00234,Introduction Session,2021-12-09 06:51:48,0.43,190.11
EMP00234,Complete Documentation,2021-12-19 16:51:48,1.39,180.71
EMP00234,IT Setup,2021-12-21 02:51:48,0.86,375.26
EMP00234,Training Module 1,2021-12-24 11:51:48,1.76,435.82
EMP00234,Training Module 2,2022-01-02 20:51:48,0.78,63.84
EMP00234,Welcome Package Distribution,2022-01-15 22:51:48,1.7,257.62
EMP00234,Feedback Collection,2022-01-18 09:51:48,0.61,460.2
EMP00235,First Week Check-in,2021-03-20 02:02:34,0.53,79.9
EMP00235,Introduction Session,2021-03-22 04:02:34,1.99,184.35
EMP00235,Complete Documentation,2021-04-04 16:02:34,1.74,361.27
EMP00235,IT Setup,2021-04-09 23:02:34,1.69,99.35
EMP00235,Training Module 1,2021-04-11 04:02:34,1.93,366.96
EMP00235,Training Module 2,2021-04-23 08:02:34,0.26,307.44
EMP00235,Welcome Package Distribution,2021-04-27 08:02:34,1.37,146.94
EMP00235,Feedback Collection,2021-05-09 17:02:34,1.61,151.84
EMP00236,First Week Check-in,2021-05-17 12:08:19,1.07,251.39
EMP00236,Introduction Session,2021-06-01 13:08:19,0.22,287.4
EMP00236,Complete Documentation,2021-06-09 19:08:19,0.79,99.54
EMP00236,IT Setup,2021-06-20 23:08:19,0.63,286.46
EMP00236,Training Module 1,2021-07-05 06:08:19,1.28,364.1
EMP00236,Training Module 2,2021-07-09 18:08:19,1.53,392.87
EMP00236,Welcome Package Distribution,2021-07-10 19:08:19,1.14,359.27
EMP00236,Feedback Collection,2021-07-25 20:08:19,0.95,475.77
EMP00237,First Week Check-in,2021-12-15 00:38:25,1.4,359.38
EMP00237,Introduction Session,2021-12-16 11:38:25,0.37,257.25
EMP00237,Complete Documentation,2021-12-22 16:38:25,0.73,284.52
EMP00237,IT Setup,2021-12-28 22:38:25,1.78,224.96
EMP00237,Training Module 1,2022-01-06 02:38:25,0.34,99.17
EMP00237,Training Module 2,2022-01-13 14:38:25,1.43,405.23
EMP00237,Welcome Package Distribution,2022-01-19 19:38:25,0.63,315.59
EMP00237,Feedback Collection,2022-01-22 06:38:25,1.8,437.85
EMP00238,First Week Check-in,2021-03-05 10:54:41,1.27,342.13
EMP00238,Introduction Session,2021-03-10 14:54:41,0.33,386.81
EMP00238,Complete Documentation,2021-03-12 01:54:41,1.08,431.09
EMP00238,IT Setup,2021-03-13 10:54:41,1.6,187.28
EMP00238,Training Module 1,2021-03-20 16:54:41,0.36,78.82
EMP00238,Training Module 2,2021-03-23 19:54:41,1.15,320.24
EMP00238,Welcome Package Distribution,2021-04-03 03:54:41,1.36,410.98
EMP00238,Feedback Collection,2021-04-15 06:54:41,1.8,238.02
EMP00239,First Week Check-in,2021-05-09 23:42:49,0.21,215.1
EMP00239,Introduction Session,2021-05-20 10:42:49,1.37,138.76
EMP00239,Complete Documentation,2021-06-02 15:42:49,0.2,142.1
EMP00239,IT Setup,2021-06-08 00:42:49,0.95,318.2
EMP00239,Training Module 1,2021-06-14 09:42:49,1.74,70.44
EMP00239,Training Module 2,2021-06-22 14:42:49,1.41,455.06
EMP00239,Welcome Package Distribution,2021-06-25 17:42:49,1.09,317.62
EMP00239,Feedback Collection,2021-07-05 17:42:49,1.3,265.7
EMP00240,First Week Check-in,2021-08-02 21:17:12,1.12,328.84
EMP00240,Introduction Session,2021-08-16 08:17:12,0.56,407.15
EMP00240,Complete Documentation,2021-08-25 09:17:12,0.78,112.88
EMP00240,IT Setup,2021-08-28 18:17:12,0.9,446.3
EMP00240,Training Module 1,2021-09-03 00:17:12,0.36,386.38
EMP00240,Training Module 2,2021-09-15 10:17:12,1.27,358.8
EMP00240,Welcome Package Distribution,2021-09-29 19:17:12,1.94,383.7
EMP00240,Feedback Collection,2021-10-07 03:17:12,0.52,366.07
EMP00241,First Week Check-in,2021-11-22 21:50:11,1.56,274.96
EMP00241,Introduction Session,2021-11-29 01:50:11,0.26,65.45
EMP00241,Complete Documentation,2021-12-12 04:50:11,0.78,100.09
EMP00241,IT Setup,2021-12-27 10:50:11,1.65,383.39
EMP00241,Training Module 1,2022-01-07 17:50:11,0.87,438.58
EMP00241,Training Module 2,2022-01-22 05:50:11,1.57,70.18
EMP00241,Welcome Package Distribution,2022-02-02 14:50:11,0.89,184.53
EMP00241,Feedback Collection,2022-02-07 02:50:11,1.07,213.32
EMP00242,First Week Check-in,2021-04-08 22:24:54,0.83,279.63
EMP00242,Introduction Session,2021-04-12 22:24:54,1.6,254.95
EMP00242,Complete Documentation,2021-04-27 01:24:54,0.95,323.01
EMP00242,IT Setup,2021-05-04 06:24:54,1.98,392.66
EMP00242,Training Module 1,2021-05-11 12:24:54,1.75,254.05
EMP00242,Training Module 2,2021-05-23 12:24:54,1.05,317.86
EMP00242,Welcome Package Distribution,2021-06-04 14:24:54,0.76,300.26
EMP00242,Feedback Collection,2021-06-08 17:24:54,0.48,147.57
EMP00243,First Week Check-in,2021-12-26 19:58:16,0.43,387.11
EMP00243,Introduction Session,2022-01-07 00:58:16,1.36,195.16
EMP00243,Complete Documentation,2022-01-15 11:58:16,0.81,161.53
EMP00243,IT Setup,2022-01-29 15:58:16,0.17,267.55
EMP00243,Training Module 1,2022-02-03 20:58:16,0.87,444.66
EMP00243,Training Module 2,2022-02-11 20:58:16,0.67,360.28
EMP00243,Welcome Package Distribution,2022-02-14 23:58:16,0.97,234.5
EMP00243,Feedback Collection,2022-02-20 07:58:16,0.61,54.92
EMP00244,First Week Check-in,2021-02-02 23:44:34,0.93,311.85
EMP00244,Introduction Session,2021-02-15 00:44:34,1.54,361.31
EMP00244,Complete Documentation,2021-02-22 07:44:34,1.79,332.47
EMP00244,IT Setup,2021-03-01 14:44:34,1.04,262.92
EMP00244,Training Module 1,2021-03-13 00:44:34,0.62,400.73
EMP00244,Training Module 2,2021-03-26 09:44:34,0.22,113.11
EMP00244,Welcome Package Distribution,2021-04-09 12:44:34,0.53,224.46
EMP00244,Feedback Collection,2021-04-16 15:44:34,1.15,124.4
EMP00245,First Week Check-in,2021-01-14 20:10:47,1.72,485.04
EMP00245,Introduction Session,2021-01-27 07:10:47,0.69,86.37
EMP00245,Complete Documentation,2021-01-29 12:10:47,1.16,249.4
EMP00245,IT Setup,2021-02-10 15:10:47,0.72,133.56
EMP00245,Training Module 1,2021-02-13 15:10:47,0.52,305.02
EMP00245,Training Module 2,2021-02-28 22:10:47,1.02,310.95
EMP00245,Welcome Package Distribution,2021-03-04 02:10:47,0.61,371.62
EMP00245,Feedback Collection,2021-03-05 04:10:47,1.22,406.37
EMP00246,First Week Check-in,2021-02-22 13:42:49,1.06,146.37
EMP00246,Introduction Session,2021-03-02 23:42:49,0.83,201.49
EMP00246,Complete Documentation,2021-03-04 04:42:49,0.93,245.66
EMP00246,IT Setup,2021-03-09 13:42:49,1.17,51.64
EMP00246,Training Module 1,2021-03-19 20:42:49,1.06,105.61
EMP00246,Training Module 2,2021-03-26 01:42:49,1.74,313.2
EMP00246,Welcome Package Distribution,2021-04-10 12:42:49,0.33,209.17
EMP00246,Feedback Collection,2021-04-16 22:42:49,1.09,110.75
EMP00247,First Week Check-in,2021-08-02 15:50:05,0.38,413.3
EMP00247,Introduction Session,2021-08-05 19:50:05,0.66,156.05
EMP00247,Complete Documentation,2021-08-13 06:50:05,1.84,244.45
EMP00247,IT Setup,2021-08-18 17:50:05,0.81,375.79
EMP00247,Training Module 1,2021-08-29 02:50:05,0.69,251.64
EMP00247,Training Module 2,2021-09-04 02:50:05,1.6,147.24
EMP00247,Welcome Package Distribution,2021-09-14 13:50:05,0.91,272.37
EMP00247,Feedback Collection,2021-09-24 01:50:05,1.16,216.74
EMP00248,First Week Check-in,2021-11-21 16:22:03,0.3,439.8
EMP00248,Introduction Session,2021-12-05 21:22:03,0.63,331.12
EMP00248,Complete Documentation,2021-12-12 09:22:03,0.64,487.2
EMP00248,IT Setup,2021-12-22 21:22:03,1.66,438.75
EMP00248,Training Module 1,2022-01-02 06:22:03,1.36,300.15
EMP00248,Training Module 2,2022-01-11 14:22:03,1.28,261.02
EMP00248,Welcome Package Distribution,2022-01-12 19:22:03,0.36,468.97
EMP00248,Feedback Collection,2022-01-13 21:22:03,0.57,193.88
EMP00249,First Week Check-in,2021-07-12 21:50:14,1.08,447.66
EMP00249,Introduction Session,2021-07-26 05:50:14,1.02,64.95
EMP00249,Complete Documentation,2021-08-02 10:50:14,0.85,167.93
EMP00249,IT Setup,2021-08-17 19:50:14,1.56,155.13
EMP00249,Training Module 1,2021-08-23 19:50:14,1.67,280.64
EMP00249,Training Module 2,2021-09-04 20:50:14,0.56,79.56
EMP00249,Welcome Package Distribution,2021-09-12 04:50:14,0.11,367.99
EMP00249,Feedback Collection,2021-09-20 05:50:14,0.56,68.3
EMP00250,First Week Check-in,2021-02-04 20:52:16,0.83,464.26
EMP00250,Introduction Session,2021-02-13 06:52:16,1.92,345.02
EMP00250,Complete Documentation,2021-02-21 09:52:16,1.33,363.6
EMP00250,IT Setup,2021-02-27 09:52:16,1.44,287.88
EMP00250,Training Module 1,2021-03-06 20:52:16,1.9,454.76
EMP00250,Training Module 2,2021-03-11 07:52:16,0.91,79.74
